day,date,max_air_temp_syl,max_air_temp_khu,min_air_temp_syl,min_air_temp_khu,morning_water_temp_syl,afternoon_water_temp_syl,morning_water_temp_khu,afternoon_water_temp_khu,rainfall_syl,rainfall_khu
707,12/8/19,28.6,29,15.7,18.8,26,25.5,24.1,24.7,0,0
708,12/9/19,27.7,28,15.8,19.2,25,24.5,24.1,25.9,0,0
709,12/10/19,26.2,27,16.3,15.5,24.5,25,23.1,25.3,0,0
710,12/11/19,25.6,26.8,16,16,25.5,26,23,24.8,0,0
711,12/12/19,27.2,26.8,15.2,17,24.5,26,23,24.8,0,0
712,12/13/19,27.3,26.4,15.3,16.6,24,25,23,24.4,0,0
713,12/14/19,28,27.5,15.2,17,25,25.5,22.7,24.8,0,0
714,12/15/19,27,27,15.1,17.4,24.5,25,22.7,24.9,0,0
715,12/16/19,25.2,26,16,17,23,24.5,22.7,24.9,0,0
716,12/17/19,26.5,25.5,15.4,17.4,22.5,24,22.5,24.9,0,0
717,12/18/19,27.2,22.4,14.8,15,22,23,21.2,23.5,0,0
718,12/19/19,23,21,15.8,12,20.5,21,20.3,22.4,0,0
719,12/20/19,22.6,20,15,13,19,20.5,20.3,22.4,0,0
720,12/21/19,22.7,18,13.5,12,19,21.5,19.2,20,0,0
721,12/22/19,22.5,20,14.5,12,18.5,20,19.2,20,0,0
722,12/23/19,22.2,23,13.8,13.5,17,18.5,18.8,20.1,0,0
723,12/24/19,24.8,21,12.1,12.7,18,19,17.5,20.2,0,0
724,12/25/19,24.7,22,15.5,12.3,18,19.5,18.7,20.1,0,0
725,12/26/19,25.2,19.2,12.4,14,18.5,19.5,18.7,20.1,0,8
726,12/27/19,20,18,13.4,13,18,19,18.6,20,0.01,7
727,12/28/19,25,21,11.9,12.4,18,19,18.6,20,0,0
728,12/29/19,26.6,23.5,13.5,12.2,18,18.5,18.5,19.9,0,0
729,12/30/19,27.2,23.5,12.7,11.6,17,18.5,18.5,19.9,0,0
730,12/30/19,27.2,23.5,12.7,11.6,17,18.5,18.5,19.9,0,0
731,12/31/19,28.8,24.8,13.5,12.6,17,18,18.6,19.8,0,0
