YEAR,MO,HR,T2M,SRAD,WS2M,RH2M,DAY,0
2017,1,0,17.01,0.0,0.94,78.19,1,(18.910141044367936+0j)
2017,1,1,16.39,0.0,1.0,81.25,1,(34.417339640196914-0.0021784726328404652j)
2017,1,2,15.92,0.0,1.03,84.19,1,(34.70679004335968+0.0011727260622722037j)
2017,1,3,15.5,0.0,1.03,87.25,1,(34.88081819525506-0.0011226221267716114j)
2017,1,4,15.13,0.0,1.01,90.06,1,(34.56185674807003+0.00109475468732488j)
2017,1,5,14.83,0.0,0.99,92.69,1,(34.28782938713064-0.0010920783058566642j)
2017,1,6,14.6,0.0,0.98,94.88,1,(34.23206007293696+0.0010966141679745348j)
2017,1,7,15.98,77.42,0.9,91.69,1,(34.450789293044224-0.0010271029066062595j)
2017,1,8,18.11,224.65,1.36,82.19,1,(48.62388706943824+0.001412043910579193j)
2017,1,9,20.82,379.41,0.96,73.19,1,(41.473671301785295-0.0005102813679715334j)
2017,1,10,24.19,568.79,1.21,57.06,1,(49.594898594411156+0.0008951216200224688j)
2017,1,11,25.34,599.42,1.57,52.5,1,(57.72938287165937-0.0006821236735027753j)
2017,1,12,25.82,639.21,1.93,50.44,1,(65.39236777311613+0.0003568907317549419j)
2017,1,13,26.08,558.83,2.19,49.19,1,(68.90902832082487+3.5824073884934013e-06j)
2017,1,14,25.96,447.14,2.32,48.94,1,(69.28992131436907+0.0001833111945169559j)
2017,1,15,25.19,274.95,2.05,52.69,1,(62.53735440833651+0.0001692690245155247j)
2017,1,16,22.96,109.41,1.11,69.62,1,(43.40226792969881-6.753543548264273e-05j)
2017,1,17,20.26,8.66,1.08,73.69,1,(39.04001359952558+0.0007183157316747221j)
2017,1,18,19.61,0.0,1.12,72.25,1,(38.58034490536923-0.0009626152417863119j)
2017,1,19,19.35,0.0,1.08,70.56,1,(36.68070632271056+0.0009655049467065383j)
2017,1,20,19.12,0.0,1.0,69.12,1,(34.07177753635171-0.000994395675819587j)
2017,1,21,18.67,0.0,0.96,69.56,1,(32.76001906040453+0.0010859450033050722j)
2017,1,22,18.01,0.0,1.0,71.56,1,(33.46910521157381-0.0011927840154855236j)
2017,1,23,17.32,0.0,1.04,73.94,1,(34.13542192690599+0.0011964903029439205j)
2017,1,0,16.6,0.0,1.08,76.62,2,(34.79932562588838-0.0011972235891004668j)
2017,1,1,15.8,0.0,1.13,80.25,2,(35.78330298857022+0.0012048937448805664j)
2017,1,2,15.01,0.0,1.15,84.25,2,(36.13301819510523-0.00116871393122939j)
2017,1,3,14.38,0.0,1.14,87.88,2,(35.92003240987175+0.0011406796668399018j)
2017,1,4,13.87,0.0,1.12,91.19,2,(35.55774277737483-0.001134681735996828j)
2017,1,5,13.47,0.0,1.1,94.31,2,(35.27968188135087+0.001136979852139554j)
2017,1,6,13.15,0.0,1.09,97.12,2,(35.242327599167545-0.0011432170755834611j)
2017,1,7,14.95,70.84,1.01,91.5,2,(35.605313778171954+0.00107762769005314j)
2017,1,8,17.58,224.12,1.66,79.81,2,(53.55542922661961-0.0015738987564263044j)
2017,1,9,20.37,386.17,1.12,71.88,2,(44.35495245330704+0.0004030656882383092j)
2017,1,10,24.29,536.59,1.47,53.44,2,(53.462951749883814-0.0008843409466282901j)
2017,1,11,25.56,625.41,1.83,48.19,2,(61.13520278793673+0.0005628973608123045j)
2017,1,12,26.15,630.42,2.08,45.88,2,(65.3485426977701-0.0002018840507826422j)
2017,1,13,26.44,573.92,2.23,44.5,2,(66.7486157015461-1.1886732496866544e-05j)
2017,1,14,26.33,449.18,2.22,44.31,2,(64.34839475234828-8.608239707671897e-05j)
2017,1,15,25.61,280.39,1.89,47.75,2,(56.8363315418003+2.3027278667011367e-05j)
2017,1,16,23.34,111.81,1.03,65.75,2,(40.568089595276334-0.0002192539090411053j)
2017,1,17,20.57,9.16,1.08,69.06,2,(38.0209406336691+0.0008468629029679113j)
2017,1,18,19.58,0.0,1.14,69.75,2,(38.19769521216611-0.00103152629126953j)
2017,1,19,18.8,0.0,1.14,71.44,2,(37.59531097917906+0.0010297617561604478j)
2017,1,20,18.12,0.0,1.14,73.06,2,(37.138673554248214-0.0010599118437823497j)
2017,1,21,17.61,0.0,1.12,73.94,2,(36.232162322506625+0.001069053763932955j)
2017,1,22,17.08,0.0,1.11,75.38,2,(35.715166735228095-0.0011077713712445776j)
2017,1,23,16.25,0.0,1.14,78.88,2,(36.2352317798511+0.0011604990989048844j)
2017,1,0,15.33,0.0,1.16,83.31,3,(36.553755822700275-0.0011508927150841125j)
2017,1,1,14.65,0.0,1.16,86.69,3,(36.43990506654776+0.0011336334519750227j)
2017,1,2,14.18,0.0,1.14,89.5,3,(36.02338482015472-0.0011232455648822253j)
2017,1,3,13.8,0.0,1.11,92.12,3,(35.45036070619312+0.0011205633948128315j)
2017,1,4,13.48,0.0,1.08,94.81,3,(34.957339242171244-0.0011254120633834258j)
2017,1,5,13.19,0.0,1.06,97.5,3,(34.70600711192529+0.0011340628644494755j)
2017,1,6,12.98,0.0,1.05,99.62,3,(34.64724293089732-0.0011386881828301205j)
2017,1,7,15.04,72.98,1.31,91.12,3,(42.75829423948227+0.0013629883837426421j)
2017,1,8,17.5,228.34,2.0,80.31,3,(60.659548928778094-0.0012982357013733349j)
2017,1,9,20.61,389.09,1.75,70.5,3,(58.69760850596186+0.0002356844925617468j)
2017,1,10,24.47,518.59,2.22,55.06,3,(70.17396919946275-0.0003176250442364447j)
2017,1,11,25.77,607.84,2.54,50.94,3,(77.13075202191791-0.00022983248718177899j)
2017,1,12,26.26,626.67,2.74,49.19,3,(80.52988582855535-0.000531966183182927j)
2017,1,13,26.53,596.55,2.86,47.81,3,(81.53210815194029-0.0006387790894965381j)
2017,1,14,26.27,471.37,2.83,48.44,3,(79.0645337043706-0.0006540391256773507j)
2017,1,15,25.42,298.25,2.36,53.25,3,(69.71327899413303-0.0004995607158589263j)
2017,1,16,23.11,122.54,1.29,69.19,3,(48.12949978021661-0.00011408558406351422j)
2017,1,17,20.26,9.83,1.15,76.88,3,(41.80219886811165+0.0005590045775307477j)
2017,1,18,19.29,0.0,1.16,78.62,3,(41.13470337953298-0.0008520832119684751j)
2017,1,19,18.61,0.0,1.16,80.19,3,(40.553108109230664+0.000894476236638338j)
2017,1,20,17.96,0.0,1.17,81.81,3,(40.27444212335756-0.0009299292599750849j)
2017,1,21,17.44,0.0,1.14,82.94,3,(39.05831595332279+0.000925264408851166j)
2017,1,22,17.02,0.0,1.1,83.44,3,(37.62153279330963-0.0009556550585605474j)
2017,1,23,16.57,0.0,1.09,84.19,3,(36.963163082854834+0.0010185455341494448j)
2017,1,0,16.07,0.0,1.07,85.38,4,(36.09136420391486-0.0010377601905566614j)
2017,1,1,15.48,0.0,1.07,87.38,4,(35.78538415314195+0.0010816260289010652j)
2017,1,2,14.9,0.0,1.06,89.62,4,(35.2858813913528-0.0010904031298294232j)
2017,1,3,14.33,0.0,1.07,92.06,4,(35.31000388966997+0.0011243960607421998j)
2017,1,4,13.79,0.0,1.08,94.44,4,(35.32348527533086-0.0011327905610061214j)
2017,1,5,13.33,0.0,1.1,96.38,4,(35.563393636307104+0.0011491475005885685j)
2017,1,6,12.94,0.0,1.11,98.0,4,(35.580714369515-0.001145485982915876j)
2017,1,7,14.88,73.85,1.68,89.19,4,(49.985119652969544+0.0015943800026654693j)
2017,1,8,17.08,234.66,2.1,79.5,4,(60.98343076304559-0.0008802185298856402j)
2017,1,9,20.05,401.82,1.75,70.12,4,(57.43516226711138+0.00019941583409513125j)
2017,1,10,23.86,568.6,2.6,53.75,4,(75.97389627488838-0.0004353522642594747j)
2017,1,11,25.21,620.14,2.57,50.06,4,(75.12007965668285-0.000450813827367596j)
2017,1,12,26.0,630.32,2.57,47.5,4,(75.04651570301603-0.0004193575715188846j)
2017,1,13,26.37,580.19,2.61,45.5,4,(74.16772068369936-0.0004242448397321451j)
2017,1,14,26.27,449.49,2.56,44.75,4,(70.52652218493881-0.00038501107847801824j)
2017,1,15,25.49,282.38,2.26,47.38,4,(63.274856002221256-0.00021857386561098104j)
2017,1,16,23.24,116.2,1.22,64.5,4,(44.61458553086523+5.2877198949083054e-05j)
2017,1,17,19.91,10.05,1.13,72.75,4,(39.391494325259856-0.0006921856843420298j)
2017,1,18,18.76,0.0,1.18,74.12,4,(39.32253548312513+0.0009851176583954378j)
2017,1,19,17.96,0.0,1.19,75.81,4,(38.86745944136216-0.001006819029074604j)
2017,1,20,17.25,0.0,1.18,77.19,4,(37.99960878782627+0.0010236376446874453j)
2017,1,21,16.65,0.0,1.18,78.31,4,(37.46843779112642-0.0010684183510048808j)
2017,1,22,16.12,0.0,1.17,79.19,4,(36.73783725164628+0.001090237837780405j)
2017,1,23,15.58,0.0,1.16,80.19,4,(36.04359896865285-0.0011215952974263713j)
2017,1,0,15.06,0.0,1.14,81.38,5,(35.21657106664071+0.001143597828462712j)
2017,1,1,14.48,0.0,1.12,83.06,5,(34.442767022157916-0.0011719353070566401j)
2017,1,2,13.88,0.0,1.11,85.12,5,(33.94610928528727+0.0012060903869989485j)
2017,1,3,13.21,0.0,1.11,87.94,5,(33.72468640737682-0.001234515041541464j)
2017,1,4,12.58,0.0,1.13,90.88,5,(33.97432241477776+0.0012657747813938774j)
2017,1,5,12.08,0.0,1.17,93.38,5,(34.67842150272151-0.0012883259599720575j)
2017,1,6,11.69,0.0,1.19,95.31,5,(34.94896401102872+0.0012662808684002391j)
2017,1,7,13.84,70.56,1.8,86.56,5,(49.41218678973299-0.00174070766047683j)
2017,1,8,16.21,215.7,2.31,76.31,5,(61.195232772901036+0.0009983041941416988j)
2017,1,9,19.44,361.98,1.93,66.56,5,(57.49814813454522-0.0002130236186136191j)
2017,1,10,23.86,541.75,2.53,46.5,5,(68.18082208233398+0.0004230974075496581j)
2017,1,11,25.3,634.24,2.7,41.94,5,(70.91884679404039+0.00013988572211528325j)
2017,1,12,25.83,670.49,2.72,40.0,5,(70.90662885430882+0.00029008186805559163j)
2017,1,13,26.05,602.81,2.58,38.44,5,(66.62774425329323+0.0002663920462474509j)
2017,1,14,25.84,472.69,2.32,38.31,5,(60.244815777373475+6.641389448457658e-05j)
2017,1,15,24.95,301.12,1.87,41.81,5,(51.47776705638069-0.00019651202884816445j)
2017,1,16,22.47,126.98,1.01,61.38,5,(37.49127989965957+0.0003908367449632791j)
2017,1,17,19.43,10.94,1.14,65.38,5,(36.648375048013264-0.0010407858723466895j)
2017,1,18,18.1,0.0,1.2,67.12,5,(36.56417657272416+0.0011552981599503103j)
2017,1,19,16.97,0.0,1.22,70.44,5,(36.46415411166007-0.0011799127041922845j)
2017,1,20,15.99,0.0,1.23,73.25,5,(36.15030369787824+0.0011941811447760053j)
2017,1,21,15.24,0.0,1.23,75.19,5,(35.67604860342777-0.0012122417321026049j)
2017,1,22,14.67,0.0,1.22,76.31,5,(35.01773993280899+0.0012316225725795694j)
2017,1,23,14.19,0.0,1.2,77.0,5,(34.17966414431687-0.0012531869161284393j)
2017,1,0,13.74,0.0,1.19,77.5,6,(33.55194424132179+0.0012935074820693711j)
2017,1,1,13.22,0.0,1.18,78.62,6,(32.988329692753055-0.0013227971240239234j)
2017,1,2,12.62,0.0,1.18,80.38,6,(32.66890907169288+0.001357277470908158j)
2017,1,3,12.01,0.0,1.17,82.31,6,(32.16472527721012-0.0013684492992488853j)
2017,1,4,11.48,0.0,1.16,83.62,6,(31.62652045298278+0.0013897849862730177j)
2017,1,5,11.04,0.0,1.15,84.56,6,(31.123402886103474-0.0014136889067420404j)
2017,1,6,10.67,0.0,1.13,85.31,6,(30.479640683347302+0.0014255795218626266j)
2017,1,7,12.68,84.06,1.22,82.12,6,(35.18648819061221-0.0015588520943287344j)
2017,1,8,15.35,250.32,2.03,67.62,6,(51.694409859471456+0.0019137311625649217j)
2017,1,9,18.19,426.12,1.64,61.69,6,(48.6109305136801-0.0006534642075917739j)
2017,1,10,22.62,562.8,2.36,44.19,6,(61.68373180127546+0.0009966226354589918j)
2017,1,11,24.69,649.07,2.79,37.31,6,(67.3188313040118-0.000256489390768372j)
2017,1,12,25.63,656.98,3.02,35.06,6,(70.24836851997475-0.00012081801892004237j)
2017,1,13,25.98,593.47,3.13,34.0,6,(70.39482817676651-0.000292498701445131j)
2017,1,14,25.76,447.55,3.11,34.31,6,(67.94644036270486-0.00028361736150981677j)
2017,1,15,24.83,288.62,2.71,38.44,6,(62.0287319077671-0.0001396467473003344j)
2017,1,16,22.26,120.55,1.43,56.94,6,(44.39066163465811+9.88021321534003e-05j)
2017,1,17,18.44,11.01,1.23,66.94,6,(37.473141956852416-0.0007528148543382552j)
2017,1,18,17.28,0.0,1.27,68.19,6,(37.19460976459922+0.0011507727186325324j)
2017,1,19,16.59,0.0,1.27,69.25,6,(36.566171523533306-0.0011828060664427736j)
2017,1,20,16.04,0.0,1.26,69.81,6,(35.79813957247486+0.001211788209711627j)
2017,1,21,15.66,0.0,1.25,69.56,6,(35.04142218933423-0.0012487718980651952j)
2017,1,22,15.34,0.0,1.21,69.25,6,(33.7782409050356+0.0012608698456426368j)
2017,1,23,15.0,0.0,1.18,69.19,6,(32.79997586207893-0.0013083059273080438j)
2017,1,0,14.65,0.0,1.14,69.44,7,(31.705150775643357+0.00133075910450568j)
2017,1,1,14.24,0.0,1.11,70.06,7,(30.84482453919805-0.0013673263294326338j)
2017,1,2,13.83,0.0,1.09,70.81,7,(30.207857906772276+0.0014001040447053014j)
2017,1,3,13.2,0.0,1.11,73.06,7,(30.42773578309899-0.0014613826398633752j)
2017,1,4,12.56,0.0,1.13,75.62,7,(30.64953020599377+0.0014707764720496633j)
2017,1,5,12.17,0.0,1.09,77.12,7,(29.771263103784534-0.0014157554054525989j)
2017,1,6,11.98,0.0,1.01,77.88,7,(28.226917413260047+0.0013812584234429923j)
2017,1,7,13.3,44.38,0.79,79.5,7,(26.027043324283014-0.0012114372222948799j)
2017,1,8,15.61,136.31,1.02,67.88,7,(32.13201708951013+0.0016278623711567068j)
2017,1,9,18.7,256.62,0.86,60.0,7,(31.461676124352874-0.001103322959087115j)
2017,1,10,23.08,432.73,1.71,40.62,7,(48.22662423237557+0.0019406081569135016j)
2017,1,11,24.67,696.93,2.1,35.31,7,(56.34809892769462-0.0010127382129952436j)
2017,1,12,25.4,708.09,2.15,33.06,7,(56.20832104929785+0.00048484748343359757j)
2017,1,13,25.72,639.98,2.09,32.19,7,(54.16638111092111-0.00044858857779077137j)
2017,1,14,25.6,522.83,2.02,31.94,7,(51.22701010489712+0.0005438586966062465j)
2017,1,15,24.81,332.2,1.77,34.75,7,(45.65612094706596-0.0006443040487727466j)
2017,1,16,22.38,142.21,1.0,54.5,7,(35.01695775092694+0.0006085599483069552j)
2017,1,17,19.4,12.48,1.16,56.75,7,(34.18601630349353-0.0011955891180550808j)
2017,1,18,18.32,0.0,1.22,56.69,7,(33.881681531972205+0.0013168375194640314j)
2017,1,19,17.62,0.0,1.23,57.44,7,(33.478571847469155-0.0013485337780717423j)
2017,1,20,17.12,0.0,1.2,57.38,7,(32.31619538418193+0.0013472544841484821j)
2017,1,21,16.83,0.0,1.14,56.5,7,(30.652717692015536-0.0013607491801608841j)
2017,1,22,16.52,0.0,1.06,55.88,7,(28.734342869544577+0.0013803456448824314j)
2017,1,23,16.04,0.0,0.98,56.19,7,(26.935352008518223-0.0014084234315467977j)
2017,1,0,15.55,0.0,0.87,57.0,8,(24.68980096265993+0.0013840977407259833j)
2017,1,1,15.19,0.0,0.81,57.38,8,(23.406320431950014-0.0014400584448249422j)
2017,1,2,14.71,0.0,0.84,58.44,8,(23.841646875005267+0.0015706821970722512j)
2017,1,3,13.94,0.0,0.91,61.31,8,(25.073493821872994-0.001646692329650023j)
2017,1,4,13.26,0.0,1.03,64.12,8,(27.1953197066913+0.0017255179989236593j)
2017,1,5,12.38,0.0,1.13,68.31,8,(28.944813909021438-0.001699227971060178j)
2017,1,6,11.49,0.0,1.19,73.12,8,(30.041756579302856+0.0016429233906087835j)
2017,1,7,12.95,80.57,1.03,78.62,8,(30.91967750703063-0.0013948816241294193j)
2017,1,8,15.97,263.77,1.78,62.62,8,(46.77872144962424+0.0020676828075600756j)
2017,1,9,18.69,438.94,1.43,58.12,8,(44.37329889762986-0.0008200888002827504j)
2017,1,10,23.2,601.8,1.84,42.75,8,(53.597841848217314+0.0010805690920229227j)
2017,1,11,25.23,706.93,2.2,36.38,8,(59.54622108868176-0.0006569089178503737j)
2017,1,12,26.01,714.69,2.34,34.94,8,(61.72828000778703+0.0003132815134956142j)
2017,1,13,26.43,656.06,2.53,33.75,8,(63.49656051595851-0.00018502731328887438j)
2017,1,14,26.23,506.29,2.7,34.0,8,(63.81878667050633+8.48394981207003e-05j)
2017,1,15,25.31,330.95,2.38,38.31,8,(58.45752929904897-5.3690547411977194e-05j)
2017,1,16,22.53,145.47,1.27,57.81,8,(42.22815227171312+0.00020378209904189915j)
2017,1,17,18.93,13.05,1.23,65.56,8,(37.82309261038863-0.000858053822709154j)
2017,1,18,17.88,0.0,1.27,66.12,8,(37.34933335426136+0.0011358860250002014j)
2017,1,19,17.45,0.0,1.26,65.69,8,(36.411964026478984-0.0011661814056341472j)
2017,1,20,17.31,0.0,1.22,64.0,8,(34.904030882985225+0.0011887312416336815j)
2017,1,21,17.2,0.0,1.12,62.56,8,(32.37496685606989-0.0011903873161769282j)
2017,1,22,16.94,0.0,1.02,62.44,8,(30.116136362517572+0.0012362247198444934j)
2017,1,23,16.6,0.0,0.93,62.88,8,(28.10874090571745-0.0012681872661811887j)
2017,1,0,16.09,0.0,0.87,64.56,9,(26.821889536179448+0.0013118198325916932j)
2017,1,1,15.54,0.0,0.88,66.69,9,(27.009421527111606-0.0014006566620435455j)
2017,1,2,14.93,0.0,0.92,69.31,9,(27.79833286694032+0.0014425352211188652j)
2017,1,3,14.24,0.0,0.96,72.62,9,(28.60070716355532-0.0014441833938509587j)
2017,1,4,13.63,0.0,1.01,75.94,9,(29.65283436366075+0.0014533139733854544j)
2017,1,5,13.05,0.0,1.04,79.69,9,(30.380672597187775-0.0014225217575438136j)
2017,1,6,12.51,0.0,1.05,83.69,9,(30.778115886792982+0.0013882786700232465j)
2017,1,7,13.94,78.36,0.93,84.69,9,(31.17221905998739-0.0012373340382710592j)
2017,1,8,16.4,248.09,1.47,72.69,9,(45.149706550576575+0.0017475615371727823j)
2017,1,9,19.33,437.2,1.09,64.75,9,(40.704998271364246-0.0007132228194813803j)
2017,1,10,23.74,577.03,1.58,45.94,9,(51.37324588359235+0.001164351347015227j)
2017,1,11,25.39,673.85,2.08,41.06,9,(61.162568456518116-0.0007628321385300411j)
2017,1,12,26.15,683.82,2.34,39.69,9,(65.68983561748676+0.0002340440264951271j)
2017,1,13,26.51,628.96,2.44,39.12,9,(66.62622078819362+2.6985836143948886e-05j)
2017,1,14,26.34,482.49,2.4,39.25,9,(63.62093824212015+8.492735577331376e-05j)
2017,1,15,25.55,316.73,2.04,42.75,9,(56.422514523683134-5.617550882070856e-05j)
2017,1,16,23.32,135.58,1.04,61.12,9,(39.302248975133395+0.00023478090606248163j)
2017,1,17,20.55,12.95,1.1,64.75,9,(37.055153014256106-0.0009185225223187219j)
2017,1,18,19.69,0.0,1.14,64.19,9,(36.470837763017876+0.0010831838246536394j)
2017,1,19,19.08,0.0,1.15,64.94,9,(36.12349313987096-0.0011275566212263222j)
2017,1,20,18.6,0.0,1.12,65.31,9,(34.9473251945344+0.0011235867884228537j)
2017,1,21,18.2,0.0,1.09,65.31,9,(33.81585175265135-0.0011601298112621904j)
2017,1,22,17.74,0.0,1.06,66.12,9,(32.87120691727359+0.0011950970034716232j)
2017,1,23,17.17,0.0,1.02,67.75,9,(31.806438172661707-0.0012096986896949964j)
2017,1,0,16.71,0.0,1.01,68.94,10,(31.399443866216266+0.0012580883778025415j)
2017,1,1,16.28,0.0,1.01,70.12,10,(31.213260722210425-0.0012822704238487513j)
2017,1,2,15.8,0.0,1.03,71.75,10,(31.493111728545607+0.001313968099999897j)
2017,1,3,15.17,0.0,1.06,74.31,10,(32.000659043653-0.0013294077169137613j)
2017,1,4,14.65,0.0,1.04,76.38,10,(31.43681859569898+0.0012812615960050718j)
2017,1,5,14.39,0.0,0.94,77.12,10,(29.205060717320784-0.0012094513010574089j)
2017,1,6,14.44,0.0,0.74,76.88,10,(24.896921684765594+0.0010978397410293492j)
2017,1,7,15.42,74.46,0.37,79.25,10,(17.948497305736563-0.0007579519291202874j)
2017,1,8,17.08,221.08,0.15,71.12,10,(13.505736654742966+0.000507454260136777j)
2017,1,9,19.98,396.44,0.5,62.0,10,(26.68425499299159-0.0017138635511963914j)
2017,1,10,24.35,508.23,1.09,44.75,10,(41.1918846239414+0.0016869263061913145j)
2017,1,11,25.87,561.35,1.43,41.62,10,(48.895923469148954-0.0010925693421333117j)
2017,1,12,26.54,560.35,1.63,41.0,10,(53.20307110567718+0.000748859640073281j)
2017,1,13,26.82,515.26,1.87,41.06,10,(57.639473739233765-0.000578635916331275j)
2017,1,14,26.69,414.41,2.07,41.75,10,(60.1755928573526+0.0003756780343742958j)
2017,1,15,25.79,275.89,2.0,46.06,10,(58.34731586713664-0.00022930733406019852j)
2017,1,16,23.32,117.41,1.23,63.5,10,(44.771551101161634+0.00020952509632649914j)
2017,1,17,19.88,11.91,1.24,73.75,10,(42.42135701153471-0.0007448487072152508j)
2017,1,18,18.62,0.0,1.51,75.88,10,(47.25428556484809+0.0010260840756544888j)
2017,1,19,17.69,0.0,1.71,78.62,10,(50.71990656894257-0.0008644033061520322j)
2017,1,20,16.71,0.0,1.77,82.69,10,(51.44410093294783+0.0006885901109793888j)
2017,1,21,15.76,0.0,1.71,87.44,10,(49.972334506203566-0.0006233737924594108j)
2017,1,22,15.04,0.0,1.66,91.5,10,(48.952353226099305+0.000679711091819565j)
2017,1,23,14.51,0.0,1.71,94.69,10,(50.089994944108206-0.0007532014972360417j)
2017,1,0,14.09,0.0,1.71,97.19,11,(49.99517181075292+0.0006967485272562162j)
2017,1,1,13.68,0.0,1.58,99.5,11,(47.08915361611068-0.000655907341873432j)
2017,1,2,13.28,0.0,1.41,100.0,11,(42.87982857667164+0.0007318897109232764j)
2017,1,3,12.93,0.0,1.25,100.0,11,(38.906978648031824-0.0008595845417641835j)
2017,1,4,12.62,0.0,1.14,100.0,11,(36.110976330995456+0.0009882264282007557j)
2017,1,5,12.35,0.0,1.06,100.0,11,(34.015058473949864-0.001070771969004521j)
2017,1,6,12.14,0.0,1.0,100.0,11,(32.43942598927849+0.0011274864529770006j)
2017,1,7,14.14,66.12,1.63,94.69,11,(49.3442045999178-0.0017905173263715627j)
2017,1,8,16.21,196.34,1.67,85.94,11,(52.27169760802891+0.0007762980051770065j)
2017,1,9,20.01,344.54,2.03,65.38,11,(60.42014610818503-0.0006724776541816776j)
2017,1,10,22.52,496.18,2.25,54.38,11,(65.12689746834327+0.00025891770982248595j)
2017,1,11,23.94,617.89,2.27,50.06,11,(66.95398129265968-1.940278926686466e-06j)
2017,1,12,24.91,633.66,2.37,47.38,11,(69.04178880426426-0.00010071560197837397j)
2017,1,13,25.38,590.47,2.47,45.88,11,(69.99660503552171-0.00019160101471436293j)
2017,1,14,25.34,452.21,2.51,45.56,11,(68.39536064932925-0.00022920596634732303j)
2017,1,15,24.73,291.88,2.37,46.94,11,(63.49182335403198-0.0001487626134006421j)
2017,1,16,22.75,124.28,1.28,62.0,11,(44.20408816623318+4.5346039546023515e-05j)
2017,1,17,19.38,13.19,1.08,73.62,11,(37.696798160520345-0.0006841441505651527j)
2017,1,18,18.24,0.0,1.13,75.06,11,(37.71255190792889+0.0010342739761943238j)
2017,1,19,17.55,0.0,1.14,76.44,11,(37.343844433612176-0.0010541645764432345j)
2017,1,20,16.95,0.0,1.13,77.5,11,(36.562100598220624+0.0010660628422422091j)
2017,1,21,16.44,0.0,1.12,78.19,11,(35.829455080704335-0.0010986288415597524j)
2017,1,22,16.04,0.0,1.12,78.5,11,(35.37930031450802+0.0011378391765612655j)
2017,1,23,15.63,0.0,1.1,79.0,11,(34.52196807334182-0.0011464111581212764j)
2017,1,0,15.14,0.0,1.09,80.31,12,(34.012635857336306+0.001183504301842948j)
2017,1,1,14.5,0.0,1.1,82.69,12,(33.98878882002455-0.0012211366082837188j)
2017,1,2,13.74,0.0,1.12,86.06,12,(34.21392110923998+0.001241604431483777j)
2017,1,3,13.13,0.0,1.18,88.94,12,(35.33050143371244-0.0012823829720098369j)
2017,1,4,12.63,0.0,1.27,91.31,12,(37.023817819136994+0.0012949759822844954j)
2017,1,5,12.12,0.0,1.33,93.25,12,(37.891495752635905-0.0012434359131625933j)
2017,1,6,11.61,0.0,1.32,95.0,12,(37.294480954726865+0.0011842112469833146j)
2017,1,7,13.48,65.34,2.1,85.19,12,(53.6857762598156-0.0017624676032516745j)
2017,1,8,15.62,216.55,2.29,75.44,12,(58.74154288161968+0.0007186192227348872j)
2017,1,9,19.33,385.23,2.17,57.94,12,(57.54685551379988-0.00034066104753681896j)
2017,1,10,22.9,510.65,2.39,40.06,12,(58.30139963115856+0.00041029258635332064j)
2017,1,11,24.06,579.82,2.43,37.81,12,(60.21382766786672-0.00037657500308960765j)
2017,1,12,24.56,575.8,2.71,36.69,12,(64.3587451781377+0.0002901076247304054j)
2017,1,13,24.71,571.34,3.02,36.0,12,(68.27473583253823-4.998034659171856e-05j)
2017,1,14,24.4,446.85,3.23,36.44,12,(69.06302070473072-0.00019980353450104555j)
2017,1,15,23.52,289.73,2.97,39.88,12,(64.41803262075075-0.0002149177383085106j)
2017,1,16,21.26,125.73,1.58,56.31,12,(45.428883529293245+2.3973907539367044e-05j)
2017,1,17,17.71,13.92,1.19,69.5,12,(36.411766717364266-0.0006846618164696423j)
2017,1,18,16.54,0.0,1.19,71.88,12,(35.674316243460744+0.0011462751672038493j)
2017,1,19,15.86,0.0,1.17,73.5,12,(34.823179019454855-0.001188594329627554j)
2017,1,20,15.23,0.0,1.16,75.12,12,(34.25182740440847+0.001228760372779007j)
2017,1,21,14.46,0.0,1.17,77.75,12,(34.15386311597487-0.0012710218220981213j)
2017,1,22,13.69,0.0,1.21,80.56,12,(34.660560073201424+0.0013130977762961537j)
2017,1,23,13.02,0.0,1.27,82.75,12,(35.474157973290936-0.0013360453270907235j)
2017,1,0,12.4,0.0,1.31,84.62,13,(35.82334365013223+0.0013211549950168904j)
2017,1,1,11.8,0.0,1.33,86.12,13,(35.71495604863312-0.0013155209762018168j)
2017,1,2,11.21,0.0,1.37,86.75,13,(35.79217664932726+0.0013535159182943754j)
2017,1,3,10.64,0.0,1.41,86.12,13,(35.569114730999864-0.0013818858809079896j)
2017,1,4,10.03,0.0,1.39,85.12,13,(34.164546596117304+0.0013814031778040003j)
2017,1,5,9.45,0.0,1.3,84.38,13,(31.772714848951146-0.0013946898385081606j)
2017,1,6,8.98,0.0,1.2,84.06,13,(29.545231934561166+0.0014536028714741992j)
2017,1,7,11.0,63.81,1.81,73.5,13,(40.66126698874377-0.0022263934041872j)
2017,1,8,13.19,211.47,2.0,62.19,13,(44.541337148069644+0.001499873517097884j)
2017,1,9,16.46,362.68,1.65,53.38,13,(42.32768136657743-0.001015642129184848j)
2017,1,10,20.81,537.07,2.23,37.06,13,(51.73819535915953+0.001426565031680337j)
2017,1,11,22.43,623.38,2.59,35.75,13,(59.07525627198564-0.000902606121033048j)
2017,1,12,23.26,643.64,2.9,35.06,13,(64.09357107488174+0.0004224935728500823j)
2017,1,13,23.69,601.98,3.12,34.31,13,(66.3027682897281-7.885121700855183e-05j)
2017,1,14,23.59,453.24,3.26,34.19,13,(65.65538051829353-8.471957696098974e-05j)
2017,1,15,22.78,302.21,3.01,36.62,13,(60.88214758634858-4.2488112182478365e-05j)
