YEAR,MO,HR,T2M,SRAD,WS2M,RH2M,DAY,0
2017,3,23,25.15,0.0,2.2,92.25,87,(91.21986536916909+0.0006968274249164404j)
2017,3,0,24.73,0.0,1.88,94.56,88,(81.82133622554699+0.0006074187543594909j)
2017,3,1,24.38,0.0,1.69,96.06,88,(75.75195644908672+0.0004397457849049804j)
2017,3,2,24.12,0.0,1.65,96.94,88,(74.36949919200241+0.00031043119851525025j)
2017,3,3,23.87,0.0,1.57,97.75,88,(71.37104902593785+0.00027106125919966874j)
2017,3,4,23.65,0.0,1.49,98.62,88,(68.56723862995284+0.0001851806164464109j)
2017,3,5,23.52,0.0,1.5,99.12,88,(68.90840126886711+0.00011039329793743416j)
2017,3,6,24.58,42.1,2.46,93.62,88,(101.0153362353836+0.00018444938912422765j)
2017,3,7,26.9,181.31,3.54,81.44,88,(131.46961224964735+0.0010981731570972794j)
2017,3,8,29.33,315.4,4.1,67.56,88,(139.60322331906758+0.00015413652697735404j)
2017,3,9,31.41,393.09,4.21,57.81,88,(137.95532511289576-0.00012665168011385394j)
2017,3,10,33.29,536.14,4.26,50.81,88,(138.45282683325763+4.604556378768677e-05j)
2017,3,11,34.78,666.54,4.25,45.62,88,(137.07688601762473-6.0352493458076586e-05j)
2017,3,12,35.51,715.54,4.19,42.38,88,(133.03634557475095-4.14869304578682e-06j)
2017,3,13,35.76,694.46,4.13,40.38,88,(128.48347933440877-0.0002040379917966381j)
2017,3,14,35.6,625.03,4.04,39.69,88,(123.67700966549668-0.00039187640441961725j)
2017,3,15,34.68,471.48,3.82,41.56,88,(116.95869954767724-0.0005605908558940643j)
2017,3,16,33.37,260.34,3.39,46.12,88,(107.75962267754878-0.000723434681996803j)
2017,3,17,31.08,79.87,2.87,58.06,88,(101.57908435294682-0.0008155533010905268j)
2017,3,18,28.9,0.0,3.37,67.12,88,(116.32192753195434-0.0009931934424335844j)
2017,3,19,27.81,0.0,4.24,72.94,88,(139.6061146199749-0.0008395912452464936j)
2017,3,20,26.82,0.0,4.35,79.94,88,(143.91009460701727+0.00021204234341886367j)
2017,3,21,26.09,0.0,3.91,85.75,88,(135.2835560231522-0.0003080886480804766j)
2017,3,22,25.62,0.0,3.48,89.81,88,(126.57169132812592-5.3154373630739005e-05j)
2017,3,23,25.29,0.0,3.32,92.5,88,(123.99894954029318-0.0004239497122225336j)
2017,3,0,25.06,0.0,3.25,94.06,89,(122.5828980144316-0.00047766215210542294j)
2017,3,1,24.87,0.0,3.11,94.75,89,(118.26942856618952-0.0005052041548448176j)
2017,3,2,24.65,0.0,3.04,95.44,89,(116.07642992021508-0.0006299071119295143j)
2017,3,3,24.38,0.0,2.82,96.19,89,(109.05390115359991-0.0006412057989375152j)
2017,3,4,24.08,0.0,2.49,97.19,89,(99.11012678612884-0.00071518778890097j)
2017,3,5,23.9,0.0,2.49,97.62,89,(99.362747433668-0.0007947617624811702j)
2017,3,6,24.53,43.1,3.13,94.94,89,(119.79168254456684-0.0009472053604282181j)
2017,3,7,26.35,206.42,4.32,87.31,89,(155.94397721865417-0.0007228654148070782j)
2017,3,8,29.12,376.32,5.37,71.38,89,(174.59331902060322+0.0009549758698717793j)
2017,3,9,31.83,549.32,5.6,57.38,89,(169.8027229055234-0.0009437283923739079j)
2017,3,10,34.15,642.21,5.59,48.81,89,(166.6844107612435+0.00107632131445198j)
2017,3,11,36.02,791.08,5.51,42.88,89,(163.61435516126886-0.001128330394026744j)
2017,3,12,37.45,828.38,5.49,38.44,89,(159.95738895925024+0.0011430210059181654j)
2017,3,13,38.15,782.04,5.52,35.81,89,(156.35683694803356-0.0011200994001381752j)
2017,3,14,38.08,667.64,5.58,35.25,89,(154.21516467486043+0.0010538684379332924j)
2017,3,15,37.23,484.88,5.58,36.69,89,(151.44264596922133-0.000982549628912443j)
2017,3,16,35.62,276.0,5.43,40.69,89,(148.02702252417455+0.0008552539640339245j)
2017,3,17,33.04,89.95,4.92,49.31,89,(141.29286321259647-0.0006418363936694946j)
2017,3,18,30.25,0.0,4.66,61.12,89,(142.19454881217413+0.00028321825313679886j)
2017,3,19,28.49,0.0,4.32,70.75,89,(139.50663367440663-0.0002655422251661782j)
2017,3,20,27.24,0.0,3.81,78.25,89,(130.17102803874977+0.00012491813978030358j)
2017,3,21,26.3,0.0,3.1,84.31,89,(113.92239520918369+0.000260436874463066j)
2017,3,22,25.55,0.0,2.41,89.19,89,(96.23815565937164+0.0006386729175901999j)
2017,3,23,24.94,0.0,1.94,92.88,89,(83.09449041953798+0.0006537371024680584j)
2017,3,0,24.51,0.0,1.75,95.38,90,(77.72091689720881+0.0004728069210373709j)
2017,3,1,24.27,0.0,1.74,96.62,90,(77.61808651394918+0.00037063537051375354j)
2017,3,2,24.11,0.0,1.83,97.25,90,(80.44752851020698+0.00038921262708660855j)
2017,3,3,24.05,0.0,2.1,97.44,90,(88.97778953681865+0.0005058958548144392j)
2017,3,4,23.99,0.0,2.18,97.88,90,(91.05068586604361+0.000671882884315347j)
2017,3,5,23.9,0.0,2.14,98.5,90,(89.72236490008228+0.0006739307229170909j)
2017,3,6,24.82,48.97,2.85,94.62,90,(113.60386447642054+0.0008302336975558664j)
2017,3,7,26.94,210.34,3.7,84.75,90,(139.7526660709213+0.0008512587403625751j)
2017,3,8,29.59,361.31,4.05,69.62,90,(143.082125655832-0.00020860088749405175j)
2017,3,9,32.05,495.8,4.02,58.38,90,(139.19349563792+0.0002801062261394077j)
2017,3,10,34.28,646.77,3.96,50.19,90,(136.95825674940255-0.00011640785357450203j)
2017,3,11,36.07,690.69,3.89,44.12,90,(132.72094911197811-3.102558840138076e-06j)
2017,3,12,37.3,726.55,3.9,39.75,90,(130.09862194677532-0.00020951154073113425j)
2017,3,13,37.91,749.11,4.03,36.88,90,(129.61940053982-0.00031541591687308173j)
2017,3,14,37.87,628.62,4.24,35.81,90,(129.68512376066064-0.0003396134535408804j)
2017,3,15,37.15,466.41,4.31,36.44,90,(126.98386365176833-0.00033805100820278445j)
2017,3,16,35.69,257.11,4.21,39.88,90,(123.42402721273076-0.0004607810812846215j)
2017,3,17,33.4,86.9,3.75,47.69,90,(116.21460992848122-0.0005553538985640775j)
2017,3,18,30.95,0.0,3.99,57.94,90,(127.40056836097656-0.0008507253339555045j)
2017,3,19,29.23,0.0,4.35,67.81,90,(141.88725214993107-0.0003926417645794511j)
2017,3,20,27.84,0.0,4.1,76.62,90,(138.97997853864564+0.0002538693543242276j)
2017,3,21,26.87,0.0,3.57,82.62,90,(127.38390743555058-9.580254162315228e-05j)
2017,3,22,26.13,0.0,3.0,86.81,90,(113.16327058673976-0.00035804153520375097j)
2017,3,23,25.48,0.0,2.54,90.56,90,(101.15340104186618-0.0006744410667547071j)
2017,4,0,24.92,0.0,2.18,93.81,91,(91.08057623659153-0.0007115668328233251j)
2017,4,1,24.48,0.0,1.85,96.25,91,(81.050625045438-0.0005976082693527551j)
2017,4,2,24.13,0.0,1.71,97.88,91,(76.72035254714305-0.00042978945555434086j)
2017,4,3,23.89,0.0,1.77,98.94,91,(78.77580700735429-0.00035368999410813025j)
2017,4,4,23.73,0.0,1.92,99.44,91,(83.35351324138193-0.00043428090735464085j)
2017,4,5,23.62,0.0,2.0,99.94,91,(85.58988943694018-0.0005446843319501078j)
2017,4,6,24.67,49.55,2.85,94.62,91,(113.15798987415681-0.0007667458354800658j)
2017,4,7,26.87,212.04,4.05,83.44,91,(147.36350499419996-0.0009356752332855616j)
2017,4,8,29.51,401.75,4.58,68.06,91,(153.04242081419216+0.0005899298162795236j)
2017,4,9,32.11,553.48,4.66,55.38,91,(148.70342599461594-0.0007586956370082823j)
2017,4,10,34.37,722.88,4.69,46.69,91,(146.73353320094898+0.0006326275629445725j)
2017,4,11,36.09,745.39,4.8,41.12,91,(145.85958143657132-0.0005457126866000371j)
2017,4,12,37.12,757.66,4.98,38.12,91,(147.6938185749924+0.0005105653351059961j)
2017,4,13,37.5,676.84,5.15,36.94,91,(148.652416066957-0.0006035061365037928j)
2017,4,14,37.22,605.69,5.27,37.5,91,(150.0638932935629+0.0006698746951277038j)
2017,4,15,36.23,458.39,5.27,39.75,91,(148.49534520533388-0.0007380350109990816j)
2017,4,16,34.58,264.17,5.15,44.12,91,(145.36325270001842+0.0006695472729448429j)
2017,4,17,32.29,84.54,4.68,51.56,91,(136.66328115500642-0.00047986074460050975j)
2017,4,18,29.82,0.0,3.99,61.5,91,(124.83490987338419+2.3739235451756986e-05j)
2017,4,19,28.2,0.0,3.83,69.94,91,(126.07896623293956+0.0005526468790630471j)
2017,4,20,26.98,0.0,3.69,77.25,91,(125.49967576047051+0.0004302620824366178j)
2017,4,21,26.08,0.0,3.5,82.81,91,(122.38982888526806+0.00044758554334088587j)
2017,4,22,25.44,0.0,3.2,86.81,91,(115.53204987898545+0.0005264258699326115j)
2017,4,23,24.94,0.0,2.93,89.75,91,(108.97593279498611+0.0006842763457779446j)
2017,4,0,24.63,0.0,2.81,91.56,92,(106.26397180447269+0.0007858168482494916j)
2017,4,1,24.36,0.0,2.72,93.38,92,(104.21264128836341+0.0007964173126903166j)
2017,4,2,24.2,0.0,2.72,94.5,92,(104.60186730592034+0.0008181203107123157j)
2017,4,3,24.15,0.0,2.79,95.12,92,(106.94037469847743+0.0008293247966026135j)
2017,4,4,24.14,0.0,2.86,95.62,92,(109.21076350031052+0.0008164104734579489j)
2017,4,5,24.16,0.0,2.86,96.0,92,(109.48110379081591+0.0007819872566809738j)
2017,4,6,24.91,44.02,3.43,92.75,92,(127.38898175808384+0.0009026885748035954j)
2017,4,7,26.95,183.05,4.49,82.31,92,(156.10321522390103+0.0003971709340871243j)
2017,4,8,29.62,350.46,5.09,67.75,92,(163.94747019137475-0.0008743335038868861j)
2017,4,9,32.13,475.33,5.07,56.31,92,(157.9155386794173+0.0010385172723546374j)
2017,4,10,34.43,557.7,4.97,48.0,92,(153.21667065770342-0.000983834950966207j)
2017,4,11,36.38,569.07,4.86,41.94,92,(147.92083730787917+0.0008420228387448885j)
2017,4,12,37.65,635.77,4.9,37.94,92,(146.6683977156421-0.0006335634120171536j)
2017,4,13,38.21,661.01,5.07,35.94,92,(148.04743655564934+0.0005670424420147567j)
2017,4,14,37.99,512.96,5.29,36.06,92,(149.49220196876973-0.000640237341279226j)
2017,4,15,36.93,397.32,5.45,38.56,92,(152.30928616642115+0.0007297167957578651j)
2017,4,16,35.05,218.79,5.46,43.69,92,(152.6484666359906-0.0008547732275002206j)
2017,4,17,32.48,77.0,5.08,52.19,92,(147.1421261414075+0.0008357978789729255j)
2017,4,18,29.85,0.0,4.49,63.25,92,(138.8411842758561-0.0005594697286111605j)
2017,4,19,28.12,0.0,4.3,72.5,92,(139.83299065373038+0.0001403684162779621j)
2017,4,20,26.97,0.0,4.24,79.44,92,(141.32318633807802-0.00013652626128806897j)
2017,4,21,26.33,0.0,4.28,83.81,92,(144.2658433373391+0.00020650725875237546j)
2017,4,22,26.01,0.0,4.36,86.44,92,(147.58183696110765-0.0003508596467476223j)
2017,4,23,25.79,0.0,4.17,88.44,92,(143.44394152824222+0.0004875612201726996j)
2017,4,0,25.67,0.0,4.13,89.69,93,(143.7343182361438-0.00033393565628850634j)
2017,4,1,25.55,0.0,3.94,90.81,93,(139.2107589810255+0.0003164531469823965j)
2017,4,2,25.35,0.0,3.66,92.25,93,(132.4529903010598-0.00011397637937698205j)
2017,4,3,25.19,0.0,3.35,93.38,93,(124.68341271085346-0.00018564042816347943j)
2017,4,4,25.05,0.0,3.11,94.12,93,(118.44303824135054-0.0004584972046652963j)
2017,4,5,24.9,0.0,2.81,94.88,93,(110.03750478142598-0.0005904009614038766j)
2017,4,6,25.58,35.54,3.14,91.31,93,(121.14150825884909-0.0008472932368279013j)
2017,4,7,27.62,149.16,4.19,80.56,93,(150.34928211411875-0.0006612896863864264j)
2017,4,8,29.83,284.77,4.68,67.94,93,(155.603791552514+0.0006810240397931201j)
2017,4,9,31.94,488.19,4.71,57.75,93,(152.6062931338011-0.0008471173808352854j)
2017,4,10,33.94,601.78,4.76,49.94,93,(151.2986565926993+0.0007915261853529919j)
2017,4,11,35.57,616.84,4.89,44.12,93,(150.35526692788508-0.0007568895437888262j)
2017,4,12,36.75,687.91,5.13,40.0,93,(152.60284201790898+0.0007457814921280536j)
2017,4,13,37.33,673.69,5.41,37.75,93,(154.80377204580697-0.0008612757894036623j)
2017,4,14,37.23,578.07,5.65,37.62,93,(157.05684724240047+0.000982084604128598j)
2017,4,15,36.41,421.9,5.65,39.44,93,(155.03370800406753-0.0010611415665709811j)
2017,4,16,35.08,235.67,5.32,42.62,93,(146.7404554138069+0.0009713462841559468j)
2017,4,17,32.97,88.44,4.57,49.5,93,(133.6904529403154-0.0005676630280783973j)
2017,4,18,30.44,0.0,4.02,60.19,93,(127.23263227170969-0.00010592266600054613j)
2017,4,19,29.09,0.0,4.08,67.81,93,(134.18819974615553-0.0004638769954990202j)
2017,4,20,28.12,0.0,4.0,74.38,93,(135.6240209143612-9.365251643807474e-05j)
2017,4,21,27.29,0.0,3.68,80.44,93,(130.42828926434595-6.329173107795863e-05j)
2017,4,22,26.58,0.0,3.5,85.44,93,(128.14125341001056-0.00028248665850842496j)
2017,4,23,26.02,0.0,3.27,89.06,93,(122.80686234596402-0.0003365916577482794j)
2017,4,0,25.58,0.0,3.09,91.38,94,(118.1116483813988-0.0005076972304229534j)
2017,4,1,25.12,0.0,2.78,93.81,94,(109.28322212535113-0.0005903825096759758j)
2017,4,2,24.71,0.0,2.52,96.06,94,(102.05522153281376-0.0007223858726042027j)
2017,4,3,24.44,0.0,2.51,97.25,94,(102.01409165671268-0.0007884850194714527j)
2017,4,4,24.27,0.0,2.65,97.62,94,(105.81417536397487-0.0008186668599300629j)
2017,4,5,24.14,0.0,2.65,97.88,94,(105.09655087475849-0.0007827053934359532j)
2017,4,6,24.83,51.25,3.21,94.62,94,(123.11507410049843-0.0009254214624587096j)
2017,4,7,26.62,169.07,4.27,85.94,94,(153.61353884515862-0.0005766386285090124j)
2017,4,8,29.2,295.34,5.07,70.25,94,(164.80861825231656+0.0008274106293786656j)
2017,4,9,31.8,373.52,5.16,56.88,94,(157.4447155731281-0.0010458897044896566j)
2017,4,10,34.06,492.99,5.02,48.0,94,(151.0935038076214+0.0009832895024963842j)
2017,4,11,35.91,464.72,4.86,41.75,94,(143.38785338134323-0.0007712827054058124j)
2017,4,12,37.25,568.66,4.75,37.44,94,(139.34525587607914+0.00040671082870902665j)
2017,4,13,37.95,567.96,4.74,34.81,94,(135.92413132922997-0.00015803895016788772j)
2017,4,14,37.96,522.43,4.76,33.94,94,(133.64191600318753-5.365084138297229e-05j)
2017,4,15,37.05,351.55,4.84,35.44,94,(132.70645059932576-0.00019219438671707394j)
2017,4,16,35.15,201.17,4.84,40.56,94,(134.1757149963824-0.00022555534582316785j)
2017,4,17,32.73,77.47,4.69,49.0,94,(135.24379870667266-0.00013738947526431789j)
2017,4,18,30.07,0.0,4.49,60.62,94,(136.8377006439681-8.84779438605469e-05j)
2017,4,19,28.12,0.0,4.22,71.56,94,(136.55459759276062-1.2439023812991281e-05j)
2017,4,20,26.87,0.0,3.92,79.44,94,(132.73343252583697-3.2960085592319287e-05j)
2017,4,21,26.07,0.0,3.15,85.12,94,(114.75053976309707-0.00017334268537955896j)
2017,4,22,25.49,0.0,2.44,89.25,94,(96.86681910751741-0.000634153963240525j)
2017,4,23,25.01,0.0,1.93,92.44,94,(82.68651874534415-0.0006524991809118539j)
2017,4,0,24.64,0.0,1.57,94.5,95,(71.57188072179298-0.00042685307354234603j)
2017,4,1,24.4,0.0,1.41,95.5,95,(66.39945808472038-0.00017515275714714872j)
2017,4,2,24.27,0.0,1.52,95.62,95,(70.12914744791973-4.441586089459891e-05j)
2017,4,3,24.19,0.0,1.81,95.62,95,(79.43985154662761-0.00018905571243492625j)
2017,4,4,24.08,0.0,1.94,95.81,95,(82.86120934753062-0.00046364680624300504j)
2017,4,5,23.97,0.0,1.86,96.25,95,(79.95689542591748-0.0005032053202077865j)
2017,4,6,24.67,55.96,2.55,93.12,95,(103.1686764851905-0.0005687517908447519j)
2017,4,7,26.44,194.05,3.19,83.62,95,(121.55043350744151-0.0009605497733075879j)
2017,4,8,28.79,353.66,3.55,69.5,95,(126.73216330975393-0.0005522608372515445j)
2017,4,9,31.04,524.34,3.54,58.62,95,(123.89701600720468-0.0003896139663505418j)
2017,4,10,32.98,735.43,3.48,51.62,95,(123.63704715841777-0.0005119563661044788j)
2017,4,11,34.47,538.84,3.54,47.06,95,(121.42122896961578-0.0005168768944291348j)
2017,4,12,35.41,547.53,3.73,44.19,95,(125.26361584447707-0.0006257599634654269j)
2017,4,13,35.77,409.98,3.95,43.06,95,(127.6041632330592-0.000482308592222494j)
2017,4,14,35.62,349.55,4.17,43.19,95,(131.17308897172515-0.00041179368974533586j)
2017,4,15,34.73,294.56,4.19,45.5,95,(130.90703117076876-0.00025021080306559173j)
2017,4,16,33.21,159.5,3.86,50.69,95,(123.85072976749234-0.00026367310571493634j)
2017,4,17,31.15,59.45,3.18,59.94,95,(111.1409572737588-0.0004894594345465j)
2017,4,18,28.9,0.0,2.81,70.88,95,(104.97846342042617-0.0007626219056596362j)
2017,4,19,27.81,0.0,3.17,76.75,95,(117.39485100642631-0.0009193902824654691j)
2017,4,20,26.95,0.0,3.11,82.12,95,(116.38279641369414-0.0006301892862590465j)
2017,4,21,26.27,0.0,2.79,86.56,95,(108.41553176291896-0.000627878713528643j)
2017,4,22,25.74,0.0,2.51,89.94,95,(101.26471272607085-0.0007303278814120901j)
2017,4,23,25.27,0.0,2.27,92.75,95,(94.58945491269127-0.0007306977015941323j)
2017,4,0,24.85,0.0,1.98,95.06,96,(85.716167104936-0.0006532760923213961j)
2017,4,1,24.52,0.0,1.67,96.44,96,(75.59054610926113-0.0004956064082020137j)
2017,4,2,24.25,0.0,1.5,97.44,96,(69.9533655619066-0.00028118456386445255j)
2017,4,3,23.99,0.0,1.38,98.25,96,(65.64437957454281-0.000136760166665489j)
2017,4,4,23.75,0.0,1.22,98.75,96,(59.68326926281118-1.8166160926384315e-05j)
2017,4,5,23.55,0.0,1.1,99.12,96,(55.19635482035732+0.00014332364725341622j)
2017,4,6,24.58,50.06,1.93,95.0,96,(86.00492176848893-0.0004526603570516225j)
2017,4,7,26.23,201.61,2.5,87.25,96,(105.17665351317058-0.0007049914877581884j)
2017,4,8,28.37,342.9,2.57,74.44,96,(104.74926760975077-0.0007793027104664849j)
2017,4,9,30.87,387.93,2.45,61.5,96,(97.95559985649857-0.0007486556373609197j)
2017,4,10,33.25,325.65,2.3,51.94,96,(90.6869219995587-0.0007441200102582114j)
2017,4,11,34.92,383.45,2.2,46.31,96,(87.62605300548479-0.0006805764669995396j)
2017,4,12,35.66,375.52,2.18,43.94,96,(86.38924030216884-0.0006420487525898222j)
2017,4,13,35.8,365.51,2.26,43.5,96,(88.3968896553426-0.0006439400309004576j)
2017,4,14,35.49,298.48,2.44,44.19,96,(92.19998849521792-0.0007171302176169746j)
2017,4,15,34.52,232.8,2.44,47.12,96,(91.81499865640374-0.0007565741663835123j)
2017,4,16,33.3,137.9,2.3,52.19,96,(89.0598769907502-0.0007154882862053055j)
2017,4,17,31.46,73.62,1.71,62.5,96,(75.40417425359513-0.0005424598865621369j)
2017,4,18,29.14,0.0,1.43,75.0,96,(68.51240737463458-0.0002642752847433355j)
2017,4,19,28.21,0.0,1.71,77.69,96,(77.60089113880368-0.00011655057912303113j)
2017,4,20,27.46,0.0,1.78,81.38,96,(79.70610921348927-0.00039442208830508044j)
2017,4,21,26.73,0.0,1.58,85.75,96,(73.40229724758534-0.00038822820846833473j)
2017,4,22,26.16,0.0,1.35,89.25,96,(65.9454809879856-0.00021474106260509397j)
2017,4,23,25.68,0.0,1.15,91.94,96,(58.96446809513786-2.217538863259155e-05j)
2017,4,0,25.28,0.0,1.01,94.0,97,(53.81994223682132+0.00015414545357898092j)
2017,4,1,24.95,0.0,0.91,95.56,97,(49.95330325378403-0.00028803091646404874j)
2017,4,2,24.69,0.0,0.84,96.69,97,(47.14228996140483+0.00038466636794849554j)
2017,4,3,24.51,0.0,0.91,97.56,97,(49.977073252544-0.0005051324931679741j)
2017,4,4,24.36,0.0,1.07,98.5,97,(56.169314873056024+0.00047389345939450906j)
2017,4,5,24.26,0.0,1.19,99.31,97,(60.598845183654774-0.00028682966106341283j)
2017,4,6,25.5,59.46,2.14,94.56,97,(96.31368780517258+0.0002153231218124339j)
2017,4,7,27.29,195.42,2.87,85.25,97,(119.11080844992972+0.0009299685304317499j)
2017,4,8,29.59,359.77,3.18,69.56,97,(121.4406878073778+0.0005880231619388915j)
2017,4,9,31.95,532.05,3.21,57.88,97,(119.42953841745148+0.0005473857458032574j)
2017,4,10,34.05,653.04,3.08,50.62,97,(116.09330344397986+0.0005974552689413489j)
2017,4,11,35.74,654.17,2.95,45.38,97,(111.46175878910613+0.0006672002658536808j)
2017,4,12,36.95,718.12,2.88,41.62,97,(109.16878860209978+0.0007564026824508714j)
2017,4,13,37.62,598.9,2.87,39.25,97,(105.71607162082893+0.0007899262287864821j)
2017,4,14,37.86,500.02,2.97,38.0,97,(105.70702246390007+0.0008614025553656766j)
2017,4,15,37.38,394.12,3.05,38.56,97,(105.41933645876455+0.0008738502582530401j)
2017,4,16,36.24,228.05,3.03,41.62,97,(103.87370491660266+0.0008717650719691299j)
2017,4,17,34.16,80.64,2.61,49.38,97,(95.44609935055551+0.0007886688134400874j)
2017,4,18,31.51,0.0,2.61,59.5,97,(98.1125029528894+0.0008149853165884701j)
2017,4,19,30.31,0.0,3.33,64.56,97,(119.32520187590502+0.0009950461274049812j)
2017,4,20,29.12,0.0,3.27,70.94,97,(118.39222759512508+0.0005883640777598474j)
2017,4,21,28.12,0.0,2.99,76.62,97,(112.5418557518785+0.0006107183299268758j)
2017,4,22,27.31,0.0,2.66,81.62,97,(104.87053567172674+0.0006927464619680676j)
2017,4,23,26.67,0.0,2.35,85.88,97,(97.11241883386299+0.0007290844424305061j)
2017,4,0,26.18,0.0,2.09,89.44,98,(90.26284203932838+0.000689758090853739j)
2017,4,1,25.8,0.0,1.85,92.31,98,(83.3652859608348+0.000591556535696816j)
2017,4,2,25.51,0.0,1.65,94.69,98,(77.39279672673143+0.00045877351250247936j)
2017,4,3,25.27,0.0,1.45,96.56,98,(70.8603385586483+0.00031419793456804806j)
2017,4,4,25.04,0.0,1.24,98.12,98,(63.48802404515339+0.00014602430490802664j)
2017,4,5,24.84,0.0,1.11,99.31,98,(58.805919481073595-4.046869022987709e-05j)
2017,4,6,26.14,52.04,2.06,92.38,98,(94.58791149908488+0.0002816884642250901j)
2017,4,7,28.11,186.62,2.6,80.25,98,(109.40641264894745+0.0008469680056899836j)
2017,4,8,30.48,316.45,2.56,64.75,98,(102.0664630944953+0.0007099336065793146j)
2017,4,9,32.98,413.41,2.55,52.88,98,(98.77359479683315+0.0007994251361399169j)
2017,4,10,35.01,377.9,2.69,46.12,98,(100.41698713234751+0.0008393844873429838j)
2017,4,11,36.55,458.45,2.93,41.88,98,(106.67384962364852+0.0008914191804672311j)
2017,4,12,37.57,605.57,3.16,39.38,98,(113.45196098758146+0.0008828751049003841j)
2017,4,13,38.07,637.48,3.34,37.88,98,(116.72024240028927+0.0007830213116120085j)
2017,4,14,37.98,547.37,3.43,37.19,98,(115.40008009052048+0.0007161081880915073j)
2017,4,15,37.57,422.66,3.39,37.06,98,(110.77630836527209+0.0007548770978716733j)
2017,4,16,36.51,251.96,3.22,39.0,98,(104.41494484862314+0.0008341916827809155j)
2017,4,17,34.42,82.42,2.45,46.12,98,(87.32985600719962+0.0007477002291237945j)
2017,4,18,31.34,0.0,1.94,57.56,98,(76.41022264271632+0.0005767356875352732j)
2017,4,19,30.27,0.0,2.59,61.0,98,(95.66292381862306+0.00045820150988917557j)
2017,4,20,29.19,0.0,2.75,66.44,98,(100.55891091428511+0.000877086383816114j)
2017,4,21,28.15,0.0,2.65,72.81,98,(99.98456513682251+0.0008189464298475411j)
2017,4,22,27.24,0.0,2.52,79.06,98,(98.68413918104997+0.000792770054424786j)
2017,4,23,26.5,0.0,2.33,84.5,98,(94.91289277879972+0.0007485609998641317j)
2017,4,0,25.84,0.0,2.06,89.06,99,(87.72698399477277+0.0006746322241404595j)
2017,4,1,25.26,0.0,1.75,92.88,99,(78.51086935010349+0.000539910508182888j)
2017,4,2,24.82,0.0,1.49,95.94,99,(70.4330541414129+0.0003401633920839774j)
2017,4,3,24.55,0.0,1.3,98.06,99,(64.29497642482279+0.0001399215388503849j)
2017,4,4,24.4,0.0,1.21,99.56,99,(61.525314288140635-1.98438068009671e-05j)
2017,4,5,24.33,0.0,1.18,100.0,99,(60.52043390856093+9.500516052562253e-05j)
2017,4,6,25.85,55.08,2.09,92.88,99,(94.72012689039522-0.00020311597287707704j)
2017,4,7,28.32,178.95,2.65,78.06,99,(109.47347661073545-0.0008667908217508808j)
2017,4,8,31.54,327.54,2.59,58.12,99,(99.27176357264611-0.0007139883226040129j)
2017,4,9,34.76,458.43,2.25,43.31,99,(84.7868835341641-0.0007325526967829233j)
2017,4,10,36.97,595.3,1.91,36.56,99,(76.03113864665207-0.0005323540279301306j)
2017,4,11,38.45,646.04,1.74,32.56,99,(71.1085062568945-0.0003260066323392736j)
2017,4,12,39.29,677.43,1.62,30.38,99,(67.6559588287979-0.00018756574364984827j)
2017,4,13,39.69,627.41,1.52,29.31,99,(63.97679192206485-8.35645170343924e-05j)
2017,4,14,39.67,517.87,1.49,28.88,99,(61.287138056958185+3.1487746161738616e-05j)
2017,4,15,39.05,404.05,1.53,29.44,99,(60.373794609400136-0.00012635524421118015j)
2017,4,16,37.84,215.11,1.68,31.62,99,(61.90396323321049+0.0001782204553713194j)
2017,4,17,35.38,75.27,1.22,42.0,99,(52.91156807200367-9.240560905447284e-05j)
2017,4,18,32.3,0.0,1.43,53.31,99,(61.53550920568812+0.00044910787802030123j)
2017,4,19,31.16,0.0,2.24,55.88,99,(84.26465252235833-0.0001864947342658425j)
2017,4,20,30.05,0.0,2.67,60.75,99,(96.0610334019875-0.0007268340507565854j)
2017,4,21,28.94,0.0,2.69,66.56,99,(97.9040123540286-0.0008421159284252576j)
2017,4,22,27.94,0.0,2.56,72.88,99,(96.74792508836907-0.00080378542998297j)
2017,4,23,27.08,0.0,2.5,78.94,99,(97.49491855656106-0.0007901420627827273j)
2017,4,0,26.33,0.0,2.46,85.25,100,(98.93137102014606-0.0007820666036879845j)
2017,4,1,25.56,0.0,2.3,91.81,100,(96.2066891063843-0.0007413168554256317j)
2017,4,2,24.95,0.0,2.06,96.69,100,(89.86105019039474-0.0006793464632516259j)
2017,4,3,24.51,0.0,1.75,99.5,100,(80.00058227581182-0.0005626270654068383j)
2017,4,4,24.15,0.0,1.53,100.0,100,(71.90582487128192-0.0003756101551248581j)
2017,4,5,23.83,0.0,1.36,100.0,100,(65.26688490179933-0.00018073019115416963j)
2017,4,6,25.46,59.96,2.12,94.25,100,(94.927883542408-9.20593565018417e-06j)
2017,4,7,27.98,202.57,2.73,79.25,100,(111.88247984370463-0.0009041428933473472j)
2017,4,8,31.52,363.91,2.65,56.44,100,(98.93636005129976-0.0006806534601754732j)
2017,4,9,34.15,534.88,2.33,42.25,100,(84.472753888317-0.0007561936335823045j)
2017,4,10,36.03,717.88,2.08,35.12,100,(77.5133526948028-0.0005628732398125395j)
2017,4,11,37.44,844.5,1.98,30.62,100,(74.54023508951819-0.0004001584180930133j)
2017,4,12,38.37,841.82,2.05,28.0,100,(74.59423512937741-0.0003353423084052526j)
2017,4,13,38.78,757.09,2.2,26.94,100,(76.0338683937839-0.00036087657329758106j)
