day,year,district,wind_speed_2m,min_temp,max_temp,WS2M,month,SRAD_24,SRAD_1000,SRAD_14,SRAD_MJ/m2day,SRAD00,SRAD03,SRAD06,SRAD09,SRAD12,SRAD15,SRAD18,SRAD21,0
312,2019,khulna,0.734955095,20.13,25.81,1.68,11,102.91666670000001,2470,176.4285714,2.47,0,0,36.309,690.118,1126.073,599.222,18.278,0,34.095287730515516
313,2019,khulna,0.7787391690000001,22.73,24.73,4.67,11,68.75,1650,117.8571429,1.65,0,0,24.255,461.01,752.235,400.29,12.21,0,31.931969663521215
314,2019,khulna,0.797292532,22.48,28.2,3.09,11,178.75,4290,306.42857139999995,4.29,0,0,63.063,1198.626,1955.8110000000001,1040.754,31.746,0,30.499430254011596
315,2019,khulna,0.680291599,20.84,27.46,2.02,11,628.75,15090,1077.857143,15.09,0,0,221.82299999999998,4216.146,6879.531,3660.8340000000003,111.666,0,30.908042650323893
316,2019,khulna,0.7940521209999999,19.65,28.35,1.11,11,691.25,16590,1185.0,16.59,0,0,243.873,4635.246,7563.380999999999,4024.7340000000004,122.766,0,31.464586739188846
317,2019,khulna,0.6850692429999999,18.17,27.69,1.2,11,683.3333332999999,16400,1171.4285710000001,16.4,0,0,241.08,4582.16,7476.76,3978.64,121.36,0,31.743810270031894
318,2019,khulna,0.739539555,17.64,28.2,1.2,11,694.5833332999999,16670,1190.714286,16.67,0,0,245.049,4657.598,7599.853,4044.1420000000003,123.35799999999999,0,32.16913494969616
319,2019,khulna,0.677841638,17.74,28.17,1.35,11,693.75,16650,1189.285714,16.65,0,0,244.755,4652.01,7590.735,4039.29,123.21,0,32.56319063414162
320,2019,khulna,0.755682285,17.35,27.87,1.16,11,684.1666667000001,16420,1172.857143,16.42,0,0,241.37400000000002,4587.748,7485.878000000001,3983.492,121.508,0,32.84575977619985
321,2019,khulna,0.84913492,17.49,27.46,1.07,11,678.3333332999999,16280,1162.857143,16.28,0,0,239.31599999999997,4548.6320000000005,7422.052,3949.528,120.47200000000001,0,33.086391102199315
322,2019,khulna,0.826406565,17.38,27.25,1.01,11,653.3333332999999,15680,1120.0,15.68,0,0,230.49599999999998,4380.992,7148.512,3803.968,116.03200000000001,0,33.14732294125624
323,2019,khulna,0.864843822,16.82,27.14,1.19,11,661.25,15870,1133.5714289999999,15.87,0,0,233.28900000000002,4434.0779999999995,7235.133000000001,3850.062,117.43799999999999,0,33.188608697863714
324,2019,khulna,0.709549523,15.75,25.74,1.15,11,671.25,16110,1150.714286,16.11,0,0,236.817,4501.134,7344.549,3908.2859999999996,119.214,0,33.04142557294949
325,2019,khulna,0.7915193979999999,15.06,26.27,1.29,11,658.3333332999999,15800,1128.5714289999999,15.8,0,0,232.26,4414.52,7203.22,3833.08,116.92,0,32.77189768139048
326,2019,khulna,0.887147899,15.79,26.11,1.3,11,647.0833332999999,15530,1109.285714,15.53,0,0,228.291,4339.082,7080.1269999999995,3767.578,114.92200000000001,0,32.73883196587651
327,2019,khulna,0.7113081840000001,16.27,26.45,1.13,11,637.9166667000001,15310,1093.5714289999999,15.31,0,0,225.05700000000002,4277.6140000000005,6979.829000000001,3714.2059999999997,113.294,0,32.59043819641418
328,2019,khulna,0.818776871,16.2,26.2,0.93,11,654.1666667000001,15700,1121.4285710000001,15.7,0,0,230.79,4386.58,7157.63,3808.82,116.18,0,32.55057773014178
329,2019,khulna,0.801136132,16.87,26.67,0.91,11,605.4166667000001,14530,1037.857143,14.53,0,0,213.59099999999998,4059.6820000000002,6624.227,3524.978,107.522,0,32.36628755292511
330,2019,khulna,0.8496354740000001,18.08,27.81,0.94,11,643.75,15450,1103.5714289999999,15.45,0,0,227.115,4316.73,7043.655,3748.17,114.33,0,32.43432907130622
331,2019,khulna,0.847256916,17.69,27.53,1.0,11,637.9166667000001,15310,1093.5714289999999,15.31,0,0,225.05700000000002,4277.6140000000005,6979.829000000001,3714.2059999999997,113.294,0,32.46069147270746
332,2019,khulna,0.7527650029999999,17.92,28.53,0.87,11,645.0,15480,1105.714286,15.48,0,0,227.55599999999998,4325.112,7057.331999999999,3755.448,114.552,0,32.480882999347884
333,2019,khulna,0.7817264309999999,17.82,28.12,1.04,11,638.3333332999999,15320,1094.285714,15.32,0,0,225.204,4280.407999999999,6984.388000000001,3716.632,113.368,0,32.46234567276532
334,2019,khulna,0.6816367179999999,17.47,27.25,1.18,11,635.0,15240,1088.5714289999999,15.24,0,0,224.028,4258.056,6947.916,3697.224,112.77600000000001,0,32.40336050761693
335,2019,khulna,0.8009353790000001,16.3,25.95,1.46,12,508.33333330000005,12200,871.4285714,12.2,0,0,90.28,3050.0,5741.32,3229.34,90.28,0,31.844676371130163
336,2019,khulna,0.7163869279999999,15.96,25.69,1.24,12,588.75,14130,1009.2857140000001,14.13,0,0,104.56200000000001,3532.5,6649.578,3740.211,104.56200000000001,0,31.62053810327463
337,2019,khulna,0.870123779,13.53,24.49,1.36,12,622.5,14940,1067.142857,14.94,0,0,110.556,3735.0,7030.764,3954.618,110.556,0,31.215423474034186
338,2019,khulna,0.812535404,12.89,24.45,1.56,12,608.75,14610,1043.5714289999999,14.61,0,0,108.11399999999999,3652.5,6875.465999999999,3867.2670000000003,108.11399999999999,0,30.76107767354106
339,2019,khulna,0.7973099379999999,12.33,26.27,1.07,12,618.3333332999999,14840,1060.0,14.84,0,0,109.816,3710.0,6983.704000000001,3928.1479999999997,109.816,0,30.51112605856882
340,2019,khulna,0.703373203,15.99,27.69,0.69,12,575.4166667000001,13810,986.4285714,13.81,0,0,102.194,3452.5,6498.986,3655.507,102.194,0,30.277030462345206
341,2019,khulna,0.8853698959999999,16.57,26.86,0.81,12,588.75,14130,1009.2857140000001,14.13,0,0,104.56200000000001,3532.5,6649.578,3740.211,104.56200000000001,0,30.245599405133227
342,2019,khulna,0.765922787,18.72,26.6,0.63,12,547.5,13140,938.5714286,13.14,0,0,97.236,3285.0,6183.684,3478.158,97.236,0,30.105975902947296
343,2019,khulna,0.748827529,17.71,25.75,0.99,12,559.5833332999999,13430,959.2857142999999,13.43,0,0,99.382,3357.5,6320.158,3554.921,99.382,0,30.03989904200966
344,2019,khulna,0.70011603,14.55,24.99,1.17,12,599.1666667000001,14380,1027.142857,14.38,0,0,106.412,3595.0,6767.228,3806.386,106.412,0,29.759091712517527
345,2019,khulna,0.8273140990000001,15.31,25.29,0.79,12,545.8333332999999,13100,935.7142857000001,13.1,0,0,96.94,3275.0,6164.86,3467.57,96.94,0,29.384187874380196
346,2019,khulna,0.805227453,15.42,25.35,1.0,12,584.1666667000001,14020,1001.428571,14.02,0,0,103.74799999999999,3505.0,6597.812,3711.094,103.74799999999999,0,29.261208944146468
347,2019,khulna,0.8957168329999999,14.87,25.49,0.94,12,542.9166667000001,13030,930.7142857000001,13.03,0,0,96.42200000000001,3257.5,6131.918000000001,3449.0409999999997,96.42200000000001,0,28.96475463772262
348,2019,khulna,0.801466835,15.58,26.2,0.84,12,574.5833332999999,13790,985.0,13.79,0,0,102.046,3447.5,6489.5740000000005,3650.2129999999997,102.046,0,28.854795951007567
349,2019,khulna,0.8261762490000001,15.84,25.67,1.3,12,581.25,13950,996.4285714,13.95,0,0,103.23,3487.5,6564.87,3692.565,103.23,0,28.78804576437422
350,2019,khulna,0.738194892,15.45,25.12,1.36,12,567.5,13620,972.8571429,13.62,0,0,100.788,3405.0,6409.571999999999,3605.2140000000004,100.788,0,28.634543186718847
351,2019,khulna,0.70404572,14.19,24.6,1.43,12,528.75,12690,906.4285714,12.69,0,0,93.906,3172.5,5971.914000000001,3359.0429999999997,93.906,0,28.387526543517293
352,2019,khulna,0.789630857,12.27,21.92,2.01,12,596.25,14310,1022.142857,14.31,0,0,105.89399999999999,3577.5,6734.286,3787.857,105.89399999999999,0,28.138470684067578
353,2019,khulna,0.717188776,8.57,19.78,1.64,12,585.8333332999999,14060,1004.2857140000001,14.06,0,0,104.044,3515.0,6616.6359999999995,3721.6820000000002,104.044,0,27.622787094673047
354,2019,khulna,0.774690625,7.73,20.03,1.32,12,512.5,12300,878.5714286,12.3,0,0,91.02,3075.0,5788.38,3255.81,91.02,0,27.003277899962605
355,2019,khulna,0.723493665,8.86,20.51,1.22,12,480.41666669999995,11530,823.5714286,11.53,0,0,85.322,2882.5,5426.018,3051.991,85.322,0,26.241003632733104
356,2019,khulna,0.675037758,9.05,20.93,1.43,12,584.1666667000001,14020,1001.428571,14.02,0,0,103.74799999999999,3505.0,6597.812,3711.094,103.74799999999999,0,25.910400553692124
357,2019,khulna,0.8744070070000001,10.94,22.38,1.44,12,452.5,10860,775.7142857000001,10.86,0,0,80.36399999999999,2715.0,5110.715999999999,2874.6420000000003,80.36399999999999,0,25.26181197183839
358,2019,khulna,0.8347916940000001,10.51,22.7,1.59,12,503.33333330000005,12080,862.8571429,12.08,0,0,89.39200000000001,3020.0,5684.848000000001,3197.5759999999996,89.39200000000001,0,24.774458987595768
359,2019,khulna,0.790940784,10.02,22.37,1.26,12,517.0833333,12410,886.4285714,12.41,0,0,91.834,3102.5,5840.146,3284.927,91.834,0,24.367627991868275
360,2019,khulna,0.809902516,12.01,21.87,1.66,12,213.33333330000002,5120,365.7142857,5.12,0,0,37.888000000000005,1280.0,2409.472,1355.264,37.888000000000005,0,23.012650532883857
361,2019,khulna,0.88887148,10.15,15.6,1.6,12,307.9166667,7390,527.8571429,7.39,0,0,54.68600000000001,1847.5,3477.7340000000004,1956.1329999999998,54.68600000000001,0,22.036180698127865
362,2019,khulna,0.819164572,6.31,19.88,1.89,12,526.25,12630,902.1428571,12.63,0,0,93.462,3157.5,5943.678000000001,3343.1609999999996,93.462,0,21.876837153855753
363,2019,khulna,0.8145266290000001,6.73,21.24,1.98,12,603.3333332999999,14480,1034.285714,14.48,0,0,107.152,3620.0,6814.2880000000005,3832.8559999999998,107.152,0,21.991641227241036
364,2019,khulna,0.680922062,7.9,21.84,1.58,12,513.3333333,12320,880.0,12.32,0,0,91.16799999999999,3080.0,5797.7919999999995,3261.1040000000003,91.16799999999999,0,21.732588075630225
365,2019,khulna,0.690347099,8.03,23.35,1.28,12,605.0,14520,1037.142857,14.52,0,0,107.448,3630.0,6833.111999999999,3843.4440000000004,107.448,0,
