day,year,district,wind_speed_2m,min_temp,max_temp,WS2M,month,SRAD_24,SRAD_1000,SRAD_14,SRAD_MJ/m2day,SRAD00,SRAD03,SRAD06,SRAD09,SRAD12,SRAD15,SRAD18,SRAD21,0
9,2019,khulna,0.690055662,12.61,27.5,1.23,1,578.3333332999999,13880,991.4285714,13.88,0,0,99.936,3095.24,6490.2880000000005,3994.664,199.872,0,22.63272459456351
10,2019,khulna,0.8013195409999999,11.19,26.26,1.47,1,610.4166667000001,14650,1046.4285710000001,14.65,0,0,105.48,3266.95,6850.34,4216.27,210.96,0,22.76079310392681
11,2019,khulna,0.882574348,10.37,25.78,1.41,1,612.0833332999999,14690,1049.285714,14.69,0,0,105.76799999999999,3275.87,6869.044,4227.782,211.53599999999997,0,22.709903044027673
12,2019,khulna,0.779447783,9.67,26.49,1.48,1,624.5833332999999,14990,1070.714286,14.99,0,0,107.928,3342.77,7009.3240000000005,4314.122,215.856,0,22.792925683694037
13,2019,khulna,0.824923774,10.92,27.94,1.53,1,625.4166667000001,15010,1072.142857,15.01,0,0,108.072,3347.23,7018.6759999999995,4319.878,216.144,0,22.913535443164548
14,2019,khulna,0.7916669959999999,10.71,27.25,1.46,1,573.3333332999999,13760,982.8571429,13.76,0,0,99.072,3068.48,6434.1759999999995,3960.1279999999997,198.144,0,22.81872954370231
15,2019,khulna,0.715386042,12.08,26.52,1.76,1,622.9166667000001,14950,1067.857143,14.95,0,0,107.64,3333.85,6990.62,4302.61,215.28,0,23.053353427765323
16,2019,khulna,0.714729463,9.21,26.7,1.53,1,650.8333332999999,15620,1115.714286,15.62,0,0,112.464,3483.26,7303.911999999999,4495.436,224.928,0,23.0237688608066
17,2019,khulna,0.691128127,9.07,27.41,1.19,1,647.0833332999999,15530,1109.285714,15.53,0,0,111.816,3463.19,7261.828,4469.534000000001,223.632,0,23.05891855633536
18,2019,khulna,0.70409594,9.66,27.32,1.27,1,624.5833332999999,14990,1070.714286,14.99,0,0,107.928,3342.77,7009.3240000000005,4314.122,215.856,0,23.080698103431533
19,2019,khulna,0.78527936,9.43,27.26,1.57,1,654.5833332999999,15710,1122.142857,15.71,0,0,113.11200000000001,3503.33,7345.996,4521.338,226.22400000000002,0,23.280613867480803
20,2019,khulna,0.7158044509999999,10.82,26.98,1.35,1,637.9166667000001,15310,1093.5714289999999,15.31,0,0,110.23200000000001,3414.13,7158.956,4406.218,220.46400000000003,0,23.37951475031864
21,2019,khulna,0.709290007,11.68,28.01,1.12,1,650.0,15600,1114.285714,15.6,0,0,112.32,3478.8,7294.56,4489.68,224.64,0,23.57227625043555
22,2019,khulna,0.686597655,13.79,29.72,0.81,1,667.5,16020,1144.285714,16.02,0,0,115.344,3572.46,7490.951999999999,4610.556,230.688,0,23.822934502463553
23,2019,khulna,0.836107962,14.77,30.52,0.9,1,661.6666667000001,15880,1134.285714,15.88,0,0,114.336,3541.24,7425.488,4570.264,228.672,0,24.068731815016243
24,2019,khulna,0.8126933709999999,14.43,31.31,1.15,1,662.0833332999999,15890,1135.0,15.89,0,0,114.40799999999999,3543.47,7430.164000000001,4573.142,228.81599999999997,0,24.324146322049053
25,2019,khulna,0.8920163959999999,14.54,30.37,1.11,1,661.25,15870,1133.5714289999999,15.87,0,0,114.264,3539.01,7420.812,4567.3859999999995,228.528,0,24.646494378367667
26,2019,khulna,0.82935183,14.57,31.43,1.43,1,664.5833332999999,15950,1139.285714,15.95,0,0,114.84,3556.85,7458.22,4590.41,229.68,0,25.028242273075488
27,2019,khulna,0.773208545,14.77,29.22,1.83,1,630.4166667000001,15130,1080.714286,15.13,0,0,108.936,3373.99,7074.7880000000005,4354.414000000001,217.872,0,25.42522223087624
28,2019,khulna,0.7918886270000001,16.37,29.45,2.1,1,368.3333333,8840,631.4285714,8.84,0,0,63.648,1971.32,4133.584,2544.152,127.296,0,24.91300190913123
29,2019,khulna,0.811085156,14.91,27.77,2.62,1,645.4166667000001,15490,1106.4285710000001,15.49,0,0,111.52799999999999,3454.27,7243.124,4458.022,223.05599999999998,0,25.323061366034214
30,2019,khulna,0.6882377140000001,8.89,26.64,1.61,1,727.5,17460,1247.142857,17.46,0,0,125.712,3893.58,8164.295999999999,5024.988,251.424,0,25.357121530057135
31,2019,khulna,0.835151667,10.26,28.26,1.33,1,707.9166667000001,16990,1213.5714289999999,16.99,0,0,122.32799999999999,3788.77,7944.524,4889.722,244.65599999999998,0,25.478665614444083
32,2019,khulna,0.76990106,11.89,30.3,1.05,2,707.9166667000001,16990,1213.5714289999999,16.99,0,0,108.736,3787.071,7682.878000000001,5086.806,324.509,0,25.74159477508497
33,2019,khulna,0.838961772,12.27,30.07,1.4,2,707.5,16980,1212.857143,16.98,0,0,108.67200000000001,3784.842,7678.356,5083.812,324.318,0,25.955135437626456
34,2019,khulna,0.6826773209999999,13.08,30.52,1.46,2,713.75,17130,1223.5714289999999,17.13,0,0,109.632,3818.277,7746.186,5128.722,327.183,0,26.21347163178217
35,2019,khulna,0.715830953,14.38,30.28,1.41,2,727.5,17460,1247.142857,17.46,0,0,111.744,3891.8340000000003,7895.411999999999,5227.524,333.486,0,26.502493109829487
36,2019,khulna,0.706970432,13.35,30.57,1.55,2,731.25,17550,1253.5714289999999,17.55,0,0,112.32,3911.895,7936.11,5254.47,335.205,0,26.678234718655947
37,2019,khulna,0.71177408,14.18,30.21,1.3,2,719.1666667000001,17260,1232.857143,17.26,0,0,110.464,3847.2540000000004,7804.972,5167.644,329.666,0,26.760625560591215
38,2019,khulna,0.8109177340000001,15.89,32.23,0.91,2,717.0833332999999,17210,1229.285714,17.21,0,0,110.14399999999999,3836.1090000000004,7782.361999999999,5152.674,328.711,0,26.999212543234368
39,2019,khulna,0.70367762,16.3,32.66,0.84,2,655.8333332999999,15740,1124.285714,15.74,0,0,100.736,3508.446,7117.628000000001,4712.556,300.634,0,27.17575772894453
40,2019,khulna,0.778097336,17.57,31.53,2.07,2,699.1666667000001,16780,1198.5714289999999,16.78,0,0,107.39200000000001,3740.262,7587.916,5023.932,320.498,0,27.736216472779695
41,2019,khulna,0.8770413459999999,14.8,29.0,2.4,2,744.5833332999999,17870,1276.4285710000001,17.87,0,0,114.368,3983.223,8080.814,5350.278,341.31699999999995,0,28.167850893936535
42,2019,khulna,0.708129743,11.18,28.92,1.88,2,762.5,18300,1307.142857,18.3,0,0,117.12,4079.07,8275.26,5479.02,349.53,0,28.304217705777784
43,2019,khulna,0.886461644,12.4,30.39,1.66,2,760.4166667000001,18250,1303.5714289999999,18.25,0,0,116.8,4067.925,8252.65,5464.05,348.575,0,28.448342272571995
44,2019,khulna,0.69453735,13.23,31.24,1.66,2,756.25,18150,1296.4285710000001,18.15,0,0,116.16,4045.635,8207.43,5434.11,346.665,0,28.758891477487023
45,2019,khulna,0.8078545490000001,14.15,33.4,1.44,2,757.9166667000001,18190,1299.285714,18.19,0,0,116.416,4054.551,8225.518,5446.085999999999,347.42900000000003,0,29.063431415790962
46,2019,khulna,0.8789948740000001,15.31,34.17,1.51,2,756.6666667000001,18160,1297.142857,18.16,0,0,116.22399999999999,4047.864,8211.952,5437.104,346.856,0,29.37677113698052
47,2019,khulna,0.896457163,17.11,30.42,1.77,2,372.9166667,8950,639.2857142999999,8.95,0,0,57.28,1994.955,4047.19,2679.63,170.945,0,28.427221084711515
48,2019,khulna,0.737264068,17.97,30.38,2.04,2,703.75,16890,1206.4285710000001,16.89,0,0,108.096,3764.781,7637.658,5056.866,322.599,0,28.56705985421326
49,2019,khulna,0.765919318,16.4,30.82,0.96,2,752.9166667000001,18070,1290.714286,18.07,0,0,115.648,4027.803,8171.254,5410.158,345.13699999999994,0,28.952584083352566
50,2019,khulna,0.713565943,17.53,33.51,1.29,2,770.4166667000001,18490,1320.714286,18.49,0,0,118.336,4121.420999999999,8361.178,5535.906,353.159,0,29.34308486506716
51,2019,khulna,0.6960852040000001,17.53,34.46,1.56,2,720.4166667000001,17290,1235.0,17.29,0,0,110.656,3853.941,7818.5380000000005,5176.626,330.23900000000003,0,29.965971277864387
52,2019,khulna,0.753510036,18.78,35.15,1.26,2,760.8333332999999,18260,1304.285714,18.26,0,0,116.86399999999999,4070.1540000000005,8257.171999999999,5467.044,348.76599999999996,0,30.714607819532926
53,2019,khulna,0.737138795,18.09,35.75,1.4,2,764.5833332999999,18350,1310.714286,18.35,0,0,117.44,4090.215,8297.87,5493.99,350.485,0,31.451019651056935
54,2019,khulna,0.784835215,21.07,36.27,1.58,2,766.6666667000001,18400,1314.285714,18.4,0,0,117.76,4101.36,8320.48,5508.96,351.44,0,32.27281225274483
55,2019,khulna,0.73077039,20.65,35.29,1.21,2,777.0833332999999,18650,1332.142857,18.65,0,0,119.36,4157.085,8433.53,5583.81,356.215,0,32.86947003390703
56,2019,khulna,0.8165916240000001,21.46,30.39,1.35,2,160.41666669999998,3850,275.0,3.85,0,0,24.64,858.165,1740.97,1152.69,73.535,0,30.881793060906144
57,2019,khulna,0.706434993,20.08,30.19,1.56,2,386.6666667,9280,662.8571429,9.28,0,0,59.391999999999996,2068.512,4196.416,2778.4320000000002,177.248,0,29.914686842730124
58,2019,khulna,0.773076952,20.96,28.87,2.1,2,510.0,12240,874.2857142999999,12.24,0,0,78.336,2728.296,5534.928000000001,3664.656,233.78400000000002,0,29.293523204317847
59,2019,khulna,0.8608155009999999,18.07,27.94,1.76,2,655.0,15720,1122.857143,15.72,0,0,100.60799999999999,3503.988,7108.584,4706.568,300.252,0,29.487623115899755
60,2019,khulna,0.703103487,15.37,26.75,1.43,3,813.3333332999999,19520,1394.285714,19.52,0,0,216.672,4663.3279999999995,8458.016,5746.688,433.344,0,30.264174776192675
61,2019,khulna,0.8559042259999999,13.28,27.74,1.4,3,845.8333332999998,20300,1450.0,20.3,0,0,225.33,4849.67,8795.99,5976.32,450.66,0,30.74548060523703
62,2019,khulna,0.7205822479999999,13.37,28.53,1.5,3,816.25,19590,1399.285714,19.59,0,0,217.449,4680.0509999999995,8488.347,5767.295999999999,434.898,0,31.073858050294106
63,2019,khulna,0.7352335720000001,16.73,28.32,1.56,3,560.0,13440,960.0,13.44,0,0,149.184,3210.816,5823.552,3956.736,298.368,0,30.813857462483625
64,2019,khulna,0.853680385,21.38,29.32,2.2,3,475.0,11400,814.2857142999999,11.4,0,0,126.54,2723.46,4939.62,3356.16,253.08,0,30.542240784794526
65,2019,khulna,0.841647018,20.11,29.84,1.0,3,762.0833332999999,18290,1306.4285710000001,18.29,0,0,203.019,4369.481,7925.057,5384.576,406.038,0,31.30624215317774
66,2019,khulna,0.785138421,19.12,29.68,1.1,3,775.4166667000001,18610,1329.285714,18.61,0,0,206.571,4445.929,8063.713000000001,5478.784000000001,413.142,0,32.11452201562198
67,2019,khulna,0.863645757,16.22,29.6,1.54,3,855.0,20520,1465.714286,20.52,0,0,227.77200000000002,4902.228,8891.315999999999,6041.088000000001,455.54400000000004,0,32.808990436533435
68,2019,khulna,0.6991313440000001,15.33,30.5,1.63,3,854.1666667000002,20500,1464.285714,20.5,0,0,227.55,4897.45,8882.65,6035.2,455.1,0,33.40682031304312
69,2019,khulna,0.894276528,17.42,31.31,2.05,3,726.25,17430,1245.0,17.43,0,0,193.47299999999998,4164.027,7552.419,5131.392,386.94599999999997,0,33.597316961954284
70,2019,khulna,0.877507978,19.9,32.23,1.39,3,725.8333332999999,17420,1244.285714,17.42,0,0,193.362,4161.638,7548.085999999999,5128.448,386.724,0,34.09549670739623
71,2019,khulna,0.857695021,20.34,34.47,1.75,3,839.1666667000002,20140,1438.5714289999999,20.14,0,0,223.554,4811.446,8726.662,5929.215999999999,447.108,0,35.135055377795275
72,2019,khulna,0.873192828,20.93,35.41,1.49,3,810.8333332999999,19460,1390.0,19.46,0,0,216.00599999999997,4648.994000000001,8432.018,5729.024,432.01199999999994,0,35.939257031746045
73,2019,khulna,0.858457021,21.05,35.0,1.04,3,833.3333332999999,20000,1428.5714289999999,20.0,0,0,222.0,4778.0,8666.0,5888.0,444.0,0,36.97963700630781
74,2019,khulna,0.87462459,21.56,34.61,1.56,3,742.9166667000001,17830,1273.5714289999999,17.83,0,0,197.91299999999998,4259.587,7725.7390000000005,5249.151999999999,395.82599999999996,0,37.39126278656149
75,2019,khulna,0.8145789390000001,21.43,35.17,1.92,3,827.9166667000001,19870,1419.285714,19.87,0,0,220.55700000000002,4746.943,8609.671,5849.728,441.11400000000003,0,37.93740416746681
76,2019,khulna,0.765734483,21.31,35.33,1.15,3,865.4166667000002,20770,1483.5714289999999,20.77,0,0,230.547,4961.9529999999995,8999.641,6114.688,461.094,0,38.522145813741254
77,2019,khulna,0.8855060570000001,20.97,30.16,1.96,3,613.3333332999999,14720,1051.4285710000001,14.72,0,0,163.392,3516.6079999999997,6378.1759999999995,4333.568,326.784,0,37.83817543224151
78,2019,khulna,0.894567434,20.92,32.85,2.19,3,846.25,20310,1450.714286,20.31,0,0,225.44099999999997,4852.059,8800.323,5979.264,450.88199999999995,0,38.16510278650775
79,2019,khulna,0.86800974,20.37,32.96,1.83,3,822.9166667000001,19750,1410.714286,19.75,0,0,219.225,4718.275,8557.675,5814.4,438.45,0,38.56629744960907
80,2019,khulna,0.75178404,20.63,35.09,2.32,3,888.3333332999998,21320,1522.857143,21.32,0,0,236.65200000000002,5093.348,9237.956,6276.608,473.30400000000003,0,39.1800991951087
81,2019,khulna,0.756687199,22.29,35.69,2.68,3,878.3333332999998,21080,1505.714286,21.08,0,0,233.988,5036.012,9133.964,6205.951999999999,467.976,0,39.799085506087025
82,2019,khulna,0.896432333,22.48,35.7,1.74,3,896.6666667000002,21520,1537.142857,21.52,0,0,238.872,5141.128,9324.616,6335.488,477.744,0,40.15080887523795
83,2019,khulna,0.8359053040000001,19.05,35.6,1.4,3,922.9166667000002,22150,1582.142857,22.15,0,0,245.865,5291.635,9597.595,6520.96,491.73,0,40.59777993074334
84,2019,khulna,0.811643627,18.31,36.2,1.46,3,940.0,22560,1611.4285710000001,22.56,0,0,250.416,5389.584,9775.248,6641.664000000001,500.832,0,40.90182653160901
85,2019,khulna,0.791866759,20.06,36.41,1.67,3,904.1666667000002,21700,1550.0,21.7,0,0,240.87,5184.13,9402.61,6388.48,481.74,0,41.40880972823606
86,2019,khulna,0.704676295,19.69,33.91,1.83,3,876.6666667000002,21040,1502.857143,21.04,0,0,233.544,5026.456,9116.632,6194.1759999999995,467.088,0,41.48816989392051
87,2019,khulna,0.741914782,21.23,35.11,1.59,3,897.5,21540,1538.5714289999999,21.54,0,0,239.09400000000002,5145.906,9333.282,6341.376,478.18800000000005,0,41.73611268823784
88,2019,khulna,0.7714068359999999,21.02,35.63,2.22,3,906.6666667000002,21760,1554.285714,21.76,0,0,241.53599999999997,5198.464,9428.608,6406.144,483.07199999999995,0,42.12104385034459
89,2019,khulna,0.8872464990000001,22.4,35.88,2.16,3,658.3333332999999,15800,1128.5714289999999,15.8,0,0,175.38,3774.62,6846.14,4651.52,350.76,0,41.67045155995725
90,2019,khulna,0.8886607120000001,23.03,37.25,2.83,3,887.9166667000002,21310,1522.142857,21.31,0,0,236.541,5090.959,9233.623,6273.664000000001,473.082,0,42.191362046043125
91,2019,khulna,0.893244525,24.76,35.1,2.6,4,875.8333332999998,21020,1501.4285710000001,21.02,0,0,447.726,5366.406,8609.792,6036.944,559.132,0,41.98488599032566
92,2019,khulna,0.714358092,23.68,37.37,2.43,4,782.5,18780,1341.4285710000001,18.78,0,0,400.014,4794.534000000001,7692.2880000000005,5393.616,499.548,0,41.97912945752782
93,2019,khulna,0.716898403,22.57,37.31,2.32,4,872.0833332999998,20930,1495.0,20.93,0,0,445.809,5343.429,8572.928,6011.096,556.738,0,42.12207500978003
94,2019,khulna,0.899112903,22.84,37.02,2.64,4,857.0833332999998,20570,1469.285714,20.57,0,0,438.14099999999996,5251.521,8425.472,5907.704000000001,547.1619999999999,0,42.437031921621276
95,2019,khulna,0.850362356,23.7,37.4,2.24,4,612.9166667000001,14710,1050.714286,14.71,0,0,313.323,3755.4629999999997,6025.215999999999,4224.712,391.286,0,41.85739758821885
96,2019,khulna,0.6810260140000001,24.21,36.31,1.96,4,933.75,22410,1600.714286,22.41,0,0,477.333,5721.273,9179.136,6436.151999999999,596.106,0,42.432606857402604
97,2019,khulna,0.7905062070000001,23.42,34.18,2.11,4,940.0,22560,1611.4285710000001,22.56,0,0,480.528,5759.568,9240.576,6479.232,600.096,0,42.58141761442369
98,2019,khulna,0.86364718,23.14,35.32,2.63,4,578.75,13890,992.1428571,13.89,0,0,295.857,3546.117,5689.344,3989.208,369.474,0,41.76364440385681
99,2019,khulna,0.83751215,23.76,36.9,2.56,4,897.9166667000002,21550,1539.285714,21.55,0,0,459.015,5501.715,8826.88,6189.16,573.23,0,42.15963462771692
100,2019,khulna,0.7737465090000001,23.57,34.26,2.36,4,873.3333332999998,20960,1497.142857,20.96,0,0,446.44800000000004,5351.088000000001,8585.216,6019.7119999999995,557.536,0,41.89205802324141
101,2019,khulna,0.8429441520000001,23.5,35.86,1.87,4,752.9166667000001,18070,1290.714286,18.07,0,0,384.89099999999996,4613.271,7401.472,5189.704000000001,480.662,0,41.35644534912913
102,2019,khulna,0.744824881,24.09,36.4,1.48,4,907.5,21780,1555.714286,21.78,0,0,463.914,5560.434,8921.088,6255.215999999999,579.3480000000001,0,41.879243539310934
103,2019,khulna,0.681459514,24.35,38.26,1.4,4,930.8333332999998,22340,1595.714286,22.34,0,0,475.842,5703.401999999999,9150.464,6416.048000000001,594.244,0,42.60461264737932
104,2019,khulna,0.709502458,24.2,39.21,2.39,4,968.75,23250,1660.714286,23.25,0,0,495.225,5935.725,9523.2,6677.4,618.45,0,42.96023851091994
105,2019,khulna,0.80777124,24.87,39.8,2.46,4,948.75,22770,1626.4285710000001,22.77,0,0,485.001,5813.181,9326.591999999999,6539.544,605.682,0,43.65389448870561
106,2019,khulna,0.8372745359999999,25.12,39.7,1.88,4,909.1666667000002,21820,1558.5714289999999,21.82,0,0,464.76599999999996,5570.646,8937.472,6266.704000000001,580.4119999999999,0,44.27262892010284
107,2019,khulna,0.755510737,25.25,38.86,0.97,4,942.9166667000002,22630,1616.4285710000001,22.63,0,0,482.019,5777.439,9269.248,6499.335999999999,601.9580000000001,0,44.77308995506334
108,2019,khulna,0.726927522,24.05,38.0,1.47,4,982.5,23580,1684.285714,23.58,0,0,502.254,6019.974,9658.368,6772.1759999999995,627.2280000000001,0,45.32249627605234
109,2019,khulna,0.860175274,24.16,38.47,1.73,4,785.0,18840,1345.714286,18.84,0,0,401.292,4809.852,7716.8640000000005,5410.848000000001,501.144,0,45.047907060740194
110,2019,khulna,0.674490557,24.72,38.25,1.69,4,925.0,22200,1585.714286,22.2,0,0,472.86,5667.66,9093.12,6375.84,590.52,0,45.16798088455493
111,2019,khulna,0.771597738,24.81,39.3,1.93,4,983.75,23610,1686.4285710000001,23.61,0,0,502.89300000000003,6027.633000000001,9670.655999999999,6780.7919999999995,628.026,0,45.572216901947385
112,2019,khulna,0.8631719520000001,24.01,36.96,0.8,4,973.75,23370,1669.285714,23.37,0,0,497.781,5966.361,9572.351999999999,6711.8640000000005,621.6419999999999,0,45.87330387521198
113,2019,khulna,0.672087952,23.49,37.82,1.21,4,991.25,23790,1699.285714,23.79,0,0,506.727,6073.5869999999995,9744.384,6832.488,632.814,0,46.36746537968743
114,2019,khulna,0.735371627,24.28,38.81,1.41,4,963.3333332999998,23120,1651.4285710000001,23.12,0,0,492.45599999999996,5902.536,9469.952,6640.064,614.992,0,46.8153685425012
115,2019,khulna,0.7131692559999999,24.41,39.89,1.88,4,993.75,23850,1703.5714289999999,23.85,0,0,508.005,6088.905,9768.96,6849.72,634.41,0,47.238351512885814
116,2019,khulna,0.7612816379999999,24.7,40.03,2.41,4,987.5,23700,1692.857143,23.7,0,0,504.81,6050.61,9707.52,6806.64,630.42,0,47.57511225045823
117,2019,khulna,0.7529173020000001,26.43,40.83,3.07,4,962.5,23100,1650.0,23.1,0,0,492.03,5897.43,9461.76,6634.32,614.46,0,47.89935590922411
118,2019,khulna,0.784069625,27.0,41.74,3.73,4,942.5,22620,1615.714286,22.62,0,0,481.806,5774.8859999999995,9265.152,6496.464,601.692,0,48.14082360381332
119,2019,khulna,0.694952593,26.77,41.69,4.23,4,975.0,23400,1671.4285710000001,23.4,0,0,498.42,5974.02,9584.64,6720.48,622.44,0,48.392019634410474
120,2019,khulna,0.7040843659999999,26.67,40.5,4.17,4,991.6666667000002,23800,1700.0,23.8,0,0,506.94,6076.14,9748.48,6835.36,633.08,0,48.61405182516496
121,2019,khulna,0.874792605,27.25,38.64,4.18,5,902.5,21660,1547.142857,21.66,0,0,729.942,5718.24,8640.174,5962.9980000000005,608.646,0,48.49053712946347
122,2019,khulna,0.8847729990000001,27.56,38.55,3.19,5,620.8333332999999,14900,1064.285714,14.9,0,0,502.13,3933.6,5943.61,4101.97,418.69,0,47.4079056006174
123,2019,khulna,0.885489602,27.24,33.96,4.39,5,203.33333330000002,4880,348.57142860000005,4.88,0,0,164.456,1288.32,1946.632,1343.464,137.128,0,44.880566048047974
124,2019,khulna,0.6825084359999999,25.31,32.43,5.23,5,357.5,8580,612.8571429,8.58,0,0,289.14599999999996,2265.12,3422.562,2362.074,241.09799999999998,0,42.685429424055016
125,2019,khulna,0.678398741,24.14,36.89,2.11,5,953.3333332999998,22880,1634.285714,22.88,0,0,771.056,6040.32,9126.832,6298.8640000000005,642.928,0,43.061862906197
126,2019,khulna,0.727668713,25.2,39.3,2.3,5,965.8333332999998,23180,1655.714286,23.18,0,0,781.166,6119.52,9246.502,6381.454000000001,651.3580000000001,0,43.880520509075005
127,2019,khulna,0.883042642,25.05,39.63,3.04,5,1005.0,24120,1722.857143,24.12,0,0,812.8439999999999,6367.68,9621.468,6640.236,677.7719999999999,0,44.74594194240265
128,2019,khulna,0.837431404,25.44,40.21,2.66,5,987.5,23700,1692.857143,23.7,0,0,798.69,6256.8,9453.93,6524.61,665.97,0,45.544006330130486
129,2019,khulna,0.882609309,26.27,40.24,3.19,5,976.6666667000002,23440,1674.285714,23.44,0,0,789.928,6188.16,9350.216,6453.031999999999,658.664,0,46.185120401322166
130,2019,khulna,0.7028594459999999,27.16,40.22,3.18,5,965.4166667000002,23170,1655.0,23.17,0,0,780.829,6116.88,9242.513,6378.701,651.077,0,46.81136003962627
131,2019,khulna,0.753708255,26.73,38.55,3.07,5,961.6666667000002,23080,1648.5714289999999,23.08,0,0,777.796,6093.12,9206.612,6353.924,648.548,0,47.36063183088207
132,2019,khulna,0.7377880729999999,26.93,37.18,2.69,5,935.0,22440,1602.857143,22.44,0,0,756.2280000000001,5924.16,8951.315999999999,6177.732,630.564,0,47.78563339244838
133,2019,khulna,0.717123359,26.99,38.5,2.76,5,822.9166667000001,19750,1410.714286,19.75,0,0,665.575,5214.0,7878.275,5437.175,554.975,0,47.72888890109242
134,2019,khulna,0.7414306140000001,26.36,37.11,2.28,5,917.5,22020,1572.857143,22.02,0,0,742.074,5813.28,8783.778,6062.106,618.762,0,47.425377585503696
135,2019,khulna,0.7557943,26.0,38.31,2.37,5,843.3333332999998,20240,1445.714286,20.24,0,0,682.0880000000001,5343.36,8073.736,5572.071999999999,568.744,0,46.95028686592806
136,2019,khulna,0.736284773,26.16,38.44,2.38,5,907.9166667000002,21790,1556.4285710000001,21.79,0,0,734.323,5752.56,8692.030999999999,5998.786999999999,612.299,0,46.99563748814285
137,2019,khulna,0.821002908,26.75,39.17,3.08,5,952.5,22860,1632.857143,22.86,0,0,770.382,6035.04,9118.854,6293.358,642.366,0,47.42544864555079
138,2019,khulna,0.8051626909999999,27.4,38.29,2.85,5,890.0,21360,1525.714286,21.36,0,0,719.832,5639.04,8520.504,5880.408,600.216,0,47.68587767280417
139,2019,khulna,0.726114168,27.29,37.67,2.07,5,818.75,19650,1403.5714289999999,19.65,0,0,662.205,5187.6,7838.385,5409.645,552.165,0,47.770986950523806
140,2019,khulna,0.885252177,27.04,37.37,2.08,5,892.9166667000002,21430,1530.714286,21.43,0,0,722.191,5657.52,8548.427,5899.679,602.183,0,47.647015176785175
141,2019,khulna,0.702323177,26.76,37.83,2.28,5,915.4166667000002,21970,1569.285714,21.97,0,0,740.3889999999999,5800.08,8763.833,6048.340999999999,617.357,0,47.948747059468865
142,2019,khulna,0.8265521459999999,27.04,37.92,3.0,5,947.5,22740,1624.285714,22.74,0,0,766.3380000000001,6003.36,9070.985999999999,6260.321999999999,638.994,0,48.318627967062014
143,2019,khulna,0.8255994879999999,26.65,34.78,2.49,5,887.5,21300,1521.4285710000001,21.3,0,0,717.81,5623.2,8496.57,5863.89,598.53,0,47.76263024046302
144,2019,khulna,0.7793932990000001,27.2,33.33,2.79,5,749.5833332999999,17990,1285.0,17.99,0,0,606.263,4749.36,7176.210999999999,4952.647,505.519,0,47.38577704837265
145,2019,khulna,0.7986789990000001,26.44,33.47,2.94,5,403.3333333,9680,691.4285714,9.68,0,0,326.216,2555.52,3861.3520000000003,2664.9040000000005,272.008,0,45.277498352953934
146,2019,khulna,0.898500113,26.68,34.98,2.21,5,806.25,19350,1382.142857,19.35,0,0,652.095,5108.4,7718.715,5327.055,543.735,0,45.04173206888652
147,2019,khulna,0.796178431,26.62,35.93,2.27,5,964.1666667000002,23140,1652.857143,23.14,0,0,779.818,6108.96,9230.546,6370.441999999999,650.234,0,45.865515698907686
148,2019,khulna,0.8736489,26.7,37.0,2.28,5,979.1666667000002,23500,1678.5714289999999,23.5,0,0,791.95,6204.0,9374.15,6469.55,660.35,0,46.66357403040253
149,2019,khulna,0.872540401,26.65,37.43,2.01,5,969.5833332999998,23270,1662.142857,23.27,0,0,784.199,6143.28,9282.403,6406.231,653.887,0,47.12649405613791
150,2019,khulna,0.79852962,26.38,36.9,2.84,5,940.0,22560,1611.4285710000001,22.56,0,0,760.2719999999999,5955.84,8999.184000000001,6210.768,633.936,0,47.58193648044943
151,2019,khulna,0.7537138059999999,26.82,36.64,2.68,5,853.3333332999998,20480,1462.857143,20.48,0,0,690.176,5406.72,8169.472,5638.144,575.488,0,47.20014052393598
152,2019,khulna,0.692948928,27.23,35.14,2.44,6,837.5,20100,1435.714286,20.1,0,0,743.7,5509.41,7742.52,5360.67,743.7,0,47.31049414218522
153,2019,khulna,0.7225433659999999,26.59,34.98,2.24,6,291.6666667,7000,500.0,7.0,0,0,259.0,1918.7,2696.4,1866.9,259.0,0,45.398377825206786
154,2019,khulna,0.8070474679999999,25.86,33.61,1.52,6,925.8333332999998,22220,1587.142857,22.22,0,0,822.14,6090.5019999999995,8559.144,5926.0740000000005,822.14,0,45.52607799706835
155,2019,khulna,0.80839878,26.69,34.15,2.54,6,288.3333333,6920,494.2857143,6.92,0,0,256.04,1896.7720000000002,2665.5840000000003,1845.5639999999999,256.04,0,43.73590242632871
156,2019,khulna,0.826566358,27.03,31.46,2.63,6,360.0,8640,617.1428571,8.64,0,0,319.68,2368.224,3328.1279999999997,2304.288,319.68,0,41.98414185971749
157,2019,khulna,0.777531805,26.71,30.45,1.85,6,356.6666667,8560,611.4285714,8.56,0,0,316.72,2346.2960000000003,3297.312,2282.952,316.72,0,40.43784827918124
158,2019,khulna,0.746834324,26.36,30.06,2.06,6,175.0,4200,300.0,4.2,0,0,155.4,1151.22,1617.84,1120.14,155.4,0,38.59555001527925
159,2019,khulna,0.6890509,25.86,31.01,1.76,6,681.25,16350,1167.857143,16.35,0,0,604.95,4481.535,6298.02,4360.545,604.95,0,38.849796200038135
160,2019,khulna,0.8028532079999999,26.41,32.88,1.06,6,515.8333333,12380,884.2857142999999,12.38,0,0,458.06,3393.3579999999997,4768.776,3301.7459999999996,458.06,0,38.5860460109358
