YEAR,DOY,WS2M,RH2M,SRAD,air_min,air_max,SRAD_kj
2019,95,2.41,66.84,14.71,23.58,36.14,612.9166667
2019,96,1.86,68.81,22.41,24.11,34.67,933.75
2019,97,1.82,67.97,22.56,23.33,33.39,940
2019,98,2.5,67.52,13.89,23.01,34.43,578.75
2019,99,2.7,69.58,21.55,23.61,35.44,897.9166667
2019,100,2.23,75.78,20.96,23.23,33.05,873.3333333
2019,101,1.67,71.27,18.07,23.25,34.61,752.9166667
2019,102,1.44,67.84,21.78,23.86,34.96,907.5
2019,103,1.38,62.23,22.34,24,37.12,930.8333333
2019,104,2.22,61.21,23.25,24.01,38.15,968.75
2019,105,2.51,64.14,22.77,24.67,38.4,948.75
2019,106,2.08,64.52,21.82,24.84,38.49,909.1666667
2019,107,1.07,61.75,22.63,25.12,37.75,942.9166667
2019,108,1.53,47.76,23.58,24.58,37.34,982.5
2019,109,1.66,53.96,18.84,23.79,37.91,785
2019,110,1.77,48.22,22.2,24.63,37.71,925
2019,111,1.7,52.29,23.61,24.25,38.52,983.75
2019,112,0.9,55.72,23.37,23.76,36.12,973.75
2019,113,0.92,54.63,23.79,23.28,37.21,991.25
2019,114,1.16,52.37,23.12,24.16,38.25,963.3333333
2019,115,1.81,50.9,23.85,24.38,39.3,993.75
2019,116,2.34,53.94,23.7,24.45,39.48,987.5
2019,117,3.09,59,23.1,26.44,40.06,962.5
2019,118,3.81,58.62,22.62,26.79,40.59,942.5
2019,119,4.23,58.59,23.4,26.51,40.66,975
2019,120,4.08,60.04,23.8,26.67,39.57,991.6666667
2019,121,4.15,62.73,21.66,27.11,37.94,902.5
2019,122,3.09,62.2,14.9,27.42,37.65,620.8333333
2019,123,4.6,74.9,4.88,27.37,33.44,203.3333333
2019,124,5.83,80.8,8.58,24.95,31.9,357.5
2019,125,2.1,71.44,22.88,23.77,35.78,953.3333333
2019,126,2.39,66.71,23.18,24.95,37.86,965.8333333
2019,127,3.07,65.44,24.12,24.76,38.28,1005
2019,128,2.76,67.09,23.7,25.24,38.91,987.5
2019,129,3.31,68.6,23.44,26.18,38.63,976.6666667
2019,130,3.34,68.4,23.17,27.11,38.85,965.4166667
2019,131,3.13,72.09,23.08,26.62,37.09,961.6666667
2019,132,2.67,71.84,22.44,26.75,35.84,935
2019,133,2.75,69.34,19.75,26.71,37.23,822.9166667
2019,134,1.93,72.65,22.02,26.12,35.68,917.5
2019,135,2,66.02,20.24,25.79,36.91,843.3333333
2019,136,2.39,64.98,21.79,26.01,37.57,907.9166667
2019,137,3.11,66.35,22.86,26.39,37.57,952.5
2019,138,2.93,72.89,21.36,27.05,36.79,890
2019,139,1.99,72.85,19.65,27.08,36.11,818.75
2019,140,1.83,69.73,21.43,26.73,36.37,892.9166667
2019,141,2.08,70.71,21.97,26.45,36.38,915.4166667
2019,142,2.83,70.27,22.74,26.72,36.37,947.5
2019,143,2.27,81.52,21.3,26.43,33.17,887.5
2019,144,2.73,86.11,17.99,27.04,32.39,749.5833333
2019,145,2.9,85.5,9.68,26.29,32.38,403.3333333
2019,146,2.15,84.52,19.35,26.4,33.49,806.25
2019,147,2.14,82.23,23.14,26.41,34.49,964.1666667
2019,148,2.08,78.88,23.5,26.4,35.24,979.1666667
2019,149,1.86,76.83,23.27,26.39,35.41,969.5833333
2019,150,2.65,78.66,22.56,25.82,35.07,940
2019,151,2.53,78.15,20.48,26.68,35,853.3333333
2019,152,2.22,82.55,20.1,26.86,33.33,837.5
2019,153,2.04,81.46,7,26.25,33.74,291.6666667
2019,154,1.61,82.59,22.22,25.52,32.5,925.8333333
2019,155,2.49,83.57,6.92,26.41,32.84,288.3333333
2019,156,2.69,91.77,8.64,26.75,30.33,360
2019,157,2.14,92.44,8.56,26.54,29.97,356.6666667
2019,158,2.33,89.37,4.2,26.1,30.22,175
2019,159,1.67,87.89,16.35,25.63,30.72,681.25
2019,160,1.17,86.35,12.38,26.31,31.87,515.8333333
2019,161,1.94,84.99,22.18,26.35,33.18,924.1666667
2019,162,2.22,85.68,22.34,25.93,32.91,930.8333333
2019,163,1.48,83.62,21.72,26.48,34.45,905
2019,164,1.09,82.49,21.42,27.85,34.1,892.5
2019,165,2.02,88.22,17.84,27.36,32.6,743.3333333
2019,166,2.61,91.07,12.56,27.62,31.79,523.3333333
2019,167,2.98,88.33,22.9,27.21,32.49,954.1666667
2019,168,2.67,90.29,19.21,27.88,31.9,800.4166667
2019,169,1.57,85.81,6.49,27.25,31.98,270.4166667
2019,170,1.4,87.25,21.66,26.81,32.35,902.5
2019,171,2.1,86.67,16.46,26.8,31.58,685.8333333
2019,172,2.72,86.31,11.97,26.58,32.51,498.75
2019,173,2.94,87.06,21.93,26.58,32.57,913.75
2019,174,1.96,82.42,19.59,25.97,33.6,816.25
2019,175,1.77,82.94,19.26,26.78,33.74,802.5
2019,176,2.32,84.3,20.83,27.21,33.24,867.9166667
2019,177,3.24,85.86,21.87,27.37,32.38,911.25
2019,178,3.36,84.01,15.75,27.04,33.51,656.25
2019,179,2.33,89.58,7.34,27.37,32.13,305.8333333
2019,180,2.22,90.74,13.73,27.18,31.13,572.0833333
2019,181,2.17,88,18.16,26.71,32.26,756.6666667
2019,182,3.34,87.23,14.78,26.77,31.98,615.8333333
2019,183,3.69,88.09,12.83,27.3,32.34,534.5833333
2019,184,2.38,83.94,16.37,26.5,33.23,682.0833333
2019,185,2.08,85.8,15.45,26.81,33.01,643.75
2019,186,2.28,90.19,13.43,26.79,31.62,559.5833333
2019,187,3.56,89.94,6.61,26.76,31.86,275.4166667
2019,188,3.86,87.82,4.07,26.42,32.21,169.5833333
2019,189,3.72,90.11,9.28,27.09,31.39,386.6666667
2019,190,3.64,92.47,4.03,27.09,29.8,167.9166667
2019,191,3.47,92.99,7.82,26.9,30.09,325.8333333
2019,192,3.3,94.67,-99,26.68,28.94,-4125
2019,193,3.3,93.88,4.04,26.55,29.58,168.3333333
2019,194,3.35,93.89,15.34,26.5,29.79,639.1666667
2019,195,3.14,92.88,18.58,26.38,30.94,774.1666667
2019,196,2.65,92.1,16.98,26.92,31.38,707.5
2019,197,1.95,91.83,20,26.89,30.77,833.3333333
2019,198,1.3,86.36,23.52,26.39,32.27,980
2019,199,1.47,88.21,12.61,26.37,30.92,525.4166667
2019,200,2,90.12,21.84,26.13,31.03,910
2019,201,1.9,86.51,20.24,25.9,32.43,843.3333333
2019,202,1.92,87.27,20.31,26.36,31.79,846.25
2019,203,2.23,88.82,-99,26.66,31.21,-4125
2019,204,1.98,89.04,20.08,26.2,29.84,836.6666667
2019,205,2.27,90.25,17.83,26.21,31.11,742.9166667
2019,206,1.43,90,10.35,25.98,31.34,431.25
2019,207,2.09,90.17,10.13,26.47,30.56,422.0833333
2019,208,2.54,89.91,16.84,26.47,31.42,701.6666667
2019,209,4.01,89.8,18.09,26.38,31.25,753.75
2019,210,4.18,91.58,17.73,26.26,29.91,738.75
2019,211,2.59,91.82,7.61,25.65,29.5,317.0833333
2019,212,2.41,90.04,11.59,25.7,31.29,482.9166667
2019,213,1.98,89.05,16.66,25.54,31.75,694.1666667
2019,214,2.1,91.14,17.56,25.76,30.02,731.6666667
2019,215,1.94,88.58,17.27,25.96,31.85,719.5833333
2019,216,1.3,87,12.41,26.14,33.2,517.0833333
2019,217,1.56,87.98,21.92,27.51,33.46,913.3333333
2019,218,2.37,92.31,17.71,27.44,31.27,737.9166667
2019,219,4.62,91.97,12.71,26.4,30.37,529.5833333
2019,220,4.01,91.51,7.97,26.18,30.45,332.0833333
2019,221,2.01,89.23,11.14,26.16,31.8,464.1666667
2019,222,1.05,84.85,20.51,26.21,33.28,854.5833333
2019,223,0.85,85.06,19.62,27.22,31.65,817.5
2019,224,1.93,92.52,8.97,26.92,30.22,373.75
2019,225,4.2,92.38,5.27,26.7,29.84,219.5833333
2019,226,2.9,94.79,5.77,26.44,29.28,240.4166667
2019,227,2.41,92.91,2.44,26.4,30.29,101.6666667
2019,228,2.08,93.25,12.01,26.27,30.19,500.4166667
2019,229,1.82,92.76,7.16,26.39,29.31,298.3333333
2019,230,3.12,92.7,17.23,25.74,29.17,717.9166667
2019,231,2.13,88.18,21.29,25.38,31.73,887.0833333
2019,232,1.6,87.13,17.8,25.33,32.11,741.6666667
2019,233,1.43,86.17,21.31,26.25,31.9,887.9166667
2019,234,1.11,83.13,18.21,26.32,32.18,758.75
2019,235,2.19,89.32,15.47,26.02,31.14,644.5833333
2019,236,1.68,94.52,11.26,25.91,28.8,469.1666667
2019,237,2.74,91.37,12.54,25.44,30.32,522.5
2019,238,1.91,93.76,18.44,25.78,29.24,768.3333333
2019,239,2,88.5,17.63,25.37,31.91,734.5833333
2019,240,1.81,90.78,19.75,25.71,30.81,822.9166667
2019,241,2.03,88.51,17.79,25.94,32.02,741.25
2019,242,1.01,83.63,21.04,26.05,32.01,876.6666667
2019,243,0.86,84.93,16.08,26.42,31.64,670
2019,244,0.89,87.12,12.05,26.51,32.14,502.0833333
2019,245,1.96,88.21,17.85,26.32,31.76,743.75
2019,246,2.47,91.78,13.96,26.48,30.77,581.6666667
2019,247,2.35,92.92,13.96,26.48,30.86,581.6666667
2019,248,2.52,92.56,16.77,26.39,29.93,698.75
2019,249,2.89,89.66,17.57,26.39,31.42,732.0833333
2019,250,2.99,91.48,9.8,26.59,31,408.3333333
2019,251,2.77,90.61,4.97,26.23,31.51,207.0833333
2019,252,2.24,90.42,16.17,26.25,32.23,673.75
2019,253,1.82,92.76,9.62,26.99,30.86,400.8333333
2019,254,1.9,92.96,11.66,26.74,30.44,485.8333333
2019,255,2.77,92.78,10.99,26.45,29.67,457.9166667
2019,256,2.54,93.45,16.82,25.89,29.43,700.8333333
2019,257,1.81,91.69,17.07,25.34,29.98,711.25
2019,258,1.79,89.3,19.76,25.67,31.77,823.3333333
2019,259,1.49,90.98,19.8,25.8,30.08,825
2019,260,1.15,86.3,21.47,25.44,32.04,894.5833333
2019,261,1.21,84.34,15.46,25.55,32.51,644.1666667
2019,262,0.83,80.47,21.53,25.47,33.49,897.0833333
2019,263,0.91,84.92,19.43,25.62,31.68,809.5833333
2019,264,0.9,85.31,4.78,25.61,31.52,199.1666667
2019,265,0.98,83.93,19.48,26.34,31.83,811.6666667
2019,266,1.54,92.37,11.73,25.4,29.41,488.75
2019,267,1.78,94.76,10.59,25.72,28.92,441.25
2019,268,1.77,92.94,5.37,24.87,28.22,223.75
2019,269,0.7,85.51,12.65,24.19,30.06,527.0833333
2019,270,0.94,87.42,10.19,24.03,30,424.5833333
2019,271,0.64,87.92,9.77,24.47,28.63,407.0833333
2019,272,0.62,89.45,8.15,24.05,28.01,339.5833333
2019,273,1.37,90.59,11.4,23.44,29.27,475
2019,274,1.65,91.44,15.16,24.48,29.4,631.6666667
2019,275,0.9,85.41,20.19,24.48,31,841.25
2019,276,1.25,88.65,14.01,25.14,30.8,583.75
2019,277,1.06,87.15,18.96,24.52,30.67,790
2019,278,0.92,87.71,18.85,24.55,30.08,785.4166667
2019,279,0.93,87.51,8.23,24.85,30.63,342.9166667
2019,280,1.01,88.58,8.25,24.69,29.6,343.75
2019,281,1.03,87.61,15.49,24.72,29.37,645.4166667
2019,282,1.26,92.53,9.24,23.65,27.61,385
2019,283,1.17,89.1,11.69,23.33,29.18,487.0833333
2019,284,0.6,85.27,18.03,23.72,30.27,751.25
2019,285,0.82,80.96,19.41,24.06,30.37,808.75
2019,286,1.24,82.8,18.28,22.56,30.31,761.6666667
2019,287,1.38,82.69,19.84,22.38,29.93,826.6666667
2019,288,0.68,78.67,18.74,22.24,31.19,780.8333333
2019,289,0.67,80.24,15.78,24.49,31.39,657.5
2019,290,0.79,81.95,18.29,23.49,32.06,762.0833333
2019,291,0.97,82.66,18.3,24.13,31.54,762.5
2019,292,1.27,83.82,18.22,23.99,30.09,759.1666667
2019,293,1.41,85.35,18.44,23.3,30.97,768.3333333
2019,294,1.21,83.65,17.9,22.55,30.54,745.8333333
2019,295,1.08,85.3,15.84,23.38,30.02,660
2019,296,1.18,87.57,13.14,23.71,29.51,547.5
2019,297,2.27,91.02,5.88,21.55,24.08,245
2019,298,1.88,92.47,2.03,21.3,28.27,84.58333333
2019,299,1.56,94.27,11.49,24.34,28.16,478.75
2019,300,1.28,90.12,17.03,22.99,28.85,709.5833333
2019,301,1.66,88.46,17.89,21.13,27.6,745.4166667
2019,302,1.3,86.56,17.72,19.4,27.86,738.3333333
2019,303,1.29,85.38,17.44,19.65,28.54,726.6666667
2019,304,1.28,81.94,16.42,19.43,28.86,684.1666667
2019,305,1.23,83.51,17.32,21.41,28.73,721.6666667
2019,306,1.54,85.58,17.39,20.28,29.54,724.5833333
2019,307,1.28,86.03,17.14,20.99,29.56,714.1666667
2019,308,1.28,84.66,16.55,21.5,29.31,689.5833333
2019,309,1.1,80.79,17.03,21.2,29.42,709.5833333
2019,310,1.42,83.68,14.77,20.41,28.75,615.4166667
2019,311,1.34,74.12,11.76,18.56,29.82,490
2019,312,1.65,91.85,2.47,20.58,26.19,102.9166667
2019,313,4.76,95.42,1.65,22.97,25.06,68.75
2019,314,2.75,94.58,4.29,23.15,27.75,178.75
2019,315,2.21,89.92,15.09,21.23,27.25,628.75
2019,316,1.18,84.43,16.59,19.86,28.16,691.25
2019,317,1.26,84.66,16.4,18.75,27.6,683.3333333
2019,318,1.2,83.31,16.67,18.2,28.33,694.5833333
2019,319,1.39,86.03,16.65,18.21,28.22,693.75
2019,320,1.23,83.65,16.42,17.94,27.89,684.1666667
2019,321,1.13,81.69,16.28,17.82,27.38,678.3333333
2019,322,1.03,80.53,15.68,17.96,27.3,653.3333333
2019,323,1.15,79.96,15.87,17.3,27.23,661.25
2019,324,1.27,81.35,16.11,16.45,25.85,671.25
2019,325,1.26,77.12,15.8,15.26,26.29,658.3333333
2019,326,1.25,83.39,15.53,16.38,26.26,647.0833333
2019,327,1.19,83.5,15.31,17.21,26.44,637.9166667
2019,328,1.02,79.39,15.7,16.72,26.18,654.1666667
2019,329,0.96,81.49,14.53,17.2,26.67,605.4166667
2019,330,0.83,80.71,15.45,18.76,27.92,643.75
2019,331,0.94,81.82,15.31,18.21,27.51,637.9166667
2019,332,0.89,79.9,15.48,18.03,28.38,645
2019,333,1.03,85.2,15.32,17.98,28.06,638.3333333
2019,334,1.23,84.12,15.24,17.78,27.22,635
2019,335,1.51,84.24,12.2,16.59,25.73,508.3333333
2019,336,1.36,82.67,14.13,15.87,25.47,588.75
2019,337,1.38,80.04,14.94,13.66,24.42,622.5
2019,338,1.62,83.65,14.61,13.22,24.62,608.75
2019,339,0.8,72.06,14.84,13.16,26.83,618.3333333
2019,340,0.64,69.98,13.81,17.14,27.8,575.4166667
2019,341,0.98,75.19,14.13,16.23,26.53,588.75
2019,342,0.63,72.52,13.14,18.51,26.44,547.5
2019,343,0.91,80.25,13.43,18.13,25.61,559.5833333
2019,344,1.23,78.89,14.38,15.03,24.83,599.1666667
2019,345,0.83,73.99,13.1,15.12,25.01,545.8333333
2019,346,1.14,77.69,14.02,15.6,25.06,584.1666667
2019,347,1.03,78.3,13.03,14.94,25.08,542.9166667
2019,348,0.93,77.41,13.79,15.34,25.97,574.5833333
2019,349,1.36,84.18,13.95,15.51,25.38,581.25
2019,350,1.43,85.37,13.62,15.21,24.96,567.5
2019,351,1.51,85.57,12.69,14.01,24.55,528.75
2019,352,2.07,83.77,14.31,12.58,21.97,596.25
2019,353,1.75,85.2,14.06,8.93,19.75,585.8333333
2019,354,1.37,81,12.3,8.15,20.06,512.5
2019,355,1.3,82.14,11.53,9.06,20.55,480.4166667
2019,356,1.55,84.28,14.02,9.31,20.77,584.1666667
2019,357,1.6,84.73,10.86,10.72,22.02,452.5
2019,358,1.73,80.05,12.08,10.65,22.41,503.3333333
2019,359,1.38,81.68,12.41,9.68,21.94,517.0833333
2019,360,1.68,84.65,5.12,12.01,22.42,213.3333333
2019,361,1.7,90.39,7.39,10.65,15.68,307.9166667
2019,362,2,83.09,12.63,7.23,19.89,526.25
2019,363,2.01,82.19,14.48,7.56,21.44,603.3333333
2019,364,1.5,84.45,12.32,8.76,22.15,513.3333333
2019,365,1.26,79.12,14.52,8.88,23.59,605
