YEAR,MO,HR,T2M,SRAD,WS2M,RH2M,DAY
2017,11,20,22.93,0,0.99,82.44,316
2017,11,21,22.14,0,0.99,85.31,316
2017,11,22,21.45,0,0.98,87.5,316
2017,11,23,20.78,0,0.98,89.5,316
2017,11,0,20.18,0,1,91.31,317
2017,11,1,19.72,0,1.05,92.62,317
2017,11,2,19.38,0,1.09,93.56,317
2017,11,3,19.1,0,1.09,94.25,317
2017,11,4,18.9,0,1.05,94.62,317
2017,11,5,18.62,0,1.01,95.25,317
2017,11,6,18.42,27.89,0.96,96.06,317
2017,11,7,20.19,210.75,1.74,90.75,317
2017,11,8,21.69,421.23,1.8,87.38,317
2017,11,9,24.22,601.42,1.66,79.94,317
2017,11,10,26.51,712.86,1.73,68.56,317
2017,11,11,27.16,777.32,1.69,66.94,317
2017,11,12,27.51,757.74,1.77,66.25,317
2017,11,13,27.71,672.24,1.82,65.88,317
2017,11,14,27.65,495.66,1.76,65.94,317
2017,11,15,27.24,304.19,1.49,68.19,317
2017,11,16,26.37,111.83,1.14,72.62,317
2017,11,17,24.27,0,0.82,81.69,317
2017,11,18,23.06,0,0.97,81.12,317
2017,11,19,22.06,0,1.01,84.12,317
2017,11,20,21.18,0,1.05,86.88,317
2017,11,21,20.55,0,1.07,88.12,317
2017,11,22,20.01,0,1.06,88.62,317
2017,11,23,19.55,0,1.06,89.12,317
2017,11,0,19.18,0,1.06,89.5,318
2017,11,1,18.83,0,1.06,90.44,318
2017,11,2,18.48,0,1.06,91.88,318
2017,11,3,18.12,0,1.05,93.44,318
2017,11,4,17.83,0,1.04,95.31,318
2017,11,5,17.55,0,1.03,97.31,318
2017,11,6,17.5,20.71,1.01,98.44,318
2017,11,7,19.91,129.32,1.52,91.94,318
2017,11,8,21.55,274.65,1.92,87.44,318
2017,11,9,23.47,405.75,1.54,84.31,318
2017,11,10,25.8,598.94,1.75,72.81,318
2017,11,11,26.6,692.68,1.68,69.31,318
2017,11,12,26.95,595.75,1.48,67.88,318
2017,11,13,27.12,446.26,1.29,67,318
2017,11,14,27.08,239.92,1.17,67.12,318
2017,11,15,26.72,155.42,1.06,69.5,318
2017,11,16,26.13,47.66,0.87,72.56,318
2017,11,17,24.58,0,0.65,78.81,318
2017,11,18,24.03,0,0.7,77.06,318
2017,11,19,23.95,0,0.58,75.56,318
2017,11,20,23.77,0,0.48,75.38,318
2017,11,21,22.98,0,0.62,79.12,318
2017,11,22,22.15,0,0.78,83.75,318
2017,11,23,21.42,0,0.83,87.56,318
2017,11,0,20.91,0,0.84,89.81,319
2017,11,1,20.51,0,0.81,91.5,319
2017,11,2,20.21,0,0.77,92.69,319
2017,11,3,19.98,0,0.74,93.62,319
2017,11,4,19.78,0,0.79,94.44,319
2017,11,5,19.66,0,0.92,94.94,319
2017,11,6,19.65,13.43,1.04,95.19,319
2017,11,7,20.39,32.31,1.32,93.94,319
2017,11,8,21.1,69.43,1.67,91.44,319
2017,11,9,21.76,149.62,1.47,90.81,319
2017,11,10,22.59,138.73,1.19,90.56,319
2017,11,11,23.78,219.7,1.2,85.56,319
2017,11,12,24.39,228.91,1.29,83.75,319
2017,11,13,24.45,187.33,1.4,84.94,319
2017,11,14,24.19,75.41,1.31,87.69,319
2017,11,15,23.78,45.37,1.19,88.19,319
2017,11,16,22.98,36.14,1.12,90.44,319
2017,11,17,21.9,0,1.11,94.69,319
2017,11,18,21.37,0,1.58,94.81,319
2017,11,19,21.01,0,2,94.94,319
2017,11,20,20.76,0,2.21,95.25,319
2017,11,21,20.63,0,2.23,95.62,319
2017,11,22,20.58,0,2.28,95.88,319
2017,11,23,20.5,0,2.42,96,319
2017,11,0,20.32,0,2.46,96.25,320
2017,11,1,20.06,0,2.08,96.75,320
2017,11,2,19.88,0,1.72,97,320
2017,11,3,19.76,0,1.72,97.12,320
2017,11,4,19.64,0,1.64,97.31,320
2017,11,5,19.6,0,1.39,97.44,320
2017,11,6,19.7,13.83,1.3,97.38,320
2017,11,7,20.36,52.26,1.86,95.69,320
2017,11,8,21.05,152.99,2.03,94.31,320
2017,11,9,22.06,213.52,2.11,92.06,320
2017,11,10,23.14,245.24,2.35,87.94,320
2017,11,11,23.76,313.5,2.35,87.31,320
2017,11,12,24.26,337.88,2.42,85.94,320
2017,11,13,24.41,209.91,2.48,85.56,320
2017,11,14,24.18,196.25,2.48,87.19,320
2017,11,15,23.81,119.44,2.37,89.69,320
2017,11,16,23.26,44.5,2.02,93.12,320
2017,11,17,22.33,0,1.6,96.25,320
2017,11,18,21.92,0,1.87,96.62,320
2017,11,19,21.68,0,1.72,96.81,320
2017,11,20,21.46,0,1.18,97.25,320
2017,11,21,21.31,0,1.16,97.25,320
2017,11,22,21.03,0,1.38,97.38,320
2017,11,23,20.83,0,1.49,97.62,320
2017,11,0,20.7,0,1.57,97.69,321
2017,11,1,20.69,0,1.85,97.38,321
2017,11,2,20.6,0,1.87,97.44,321
2017,11,3,20.46,0,1.6,97.69,321
2017,11,4,20.33,0,1.43,97.94,321
2017,11,5,20.24,0,1.44,97.94,321
2017,11,6,20.44,16.98,1.69,97.5,321
2017,11,7,21.34,107.51,2.39,95.75,321
2017,11,8,22.38,237.03,2.27,93.81,321
2017,11,9,23.69,327.68,2.23,89.44,321
2017,11,10,24.92,323.25,2.08,84,321
2017,11,11,25.94,332.74,1.72,79.69,321
2017,11,12,26.58,351.58,1.23,77.62,321
2017,11,13,26.75,290.29,0.78,76.75,321
2017,11,14,26.6,177.09,0.53,76.75,321
2017,11,15,26.23,112.27,0.46,77.69,321
2017,11,16,25.8,44.17,0.36,81,321
2017,11,17,24.97,0,0.28,84.44,321
2017,11,18,24.36,0,0.31,85.31,321
2017,11,19,24.01,0,0.4,86.62,321
2017,11,20,23.7,0,0.45,88.25,321
2017,11,21,23.47,0,0.47,89.38,321
2017,11,22,23.27,0,0.45,90.31,321
2017,11,23,23.04,0,0.47,91.5,321
2017,11,0,22.84,0,0.55,92.44,322
2017,11,1,22.55,0,0.63,94,322
2017,11,2,22.25,0,0.68,95.62,322
2017,11,3,22.05,0,0.7,96.56,322
2017,11,4,21.85,0,0.71,97,322
2017,11,5,21.69,0,0.75,97.38,322
2017,11,6,21.56,19.16,0.79,97.69,322
2017,11,7,22.83,118.05,1.61,94.81,322
2017,11,8,24.21,277.36,1.73,91.06,322
2017,11,9,26.13,418.68,1.64,83.62,322
2017,11,10,27.54,507.49,1.34,77.88,322
2017,11,11,28.51,501.73,0.88,74,322
2017,11,12,29.02,537.67,0.34,71.56,322
2017,11,13,29.28,431.03,0.12,70,322
2017,11,14,29.24,350.59,0.41,69.81,322
2017,11,15,28.87,186.41,0.6,71.62,322
2017,11,16,28.2,82.96,0.65,76.88,322
2017,11,17,26.86,0,0.59,82.88,322
2017,11,18,25.94,0,0.65,85.62,322
2017,11,19,25.31,0,0.7,87.31,322
2017,11,20,24.71,0,0.74,88.62,322
2017,11,21,24.28,0,0.75,89.25,322
2017,11,22,23.92,0,0.74,89.75,322
2017,11,23,23.48,0,0.75,90.81,322
2017,11,0,22.96,0,0.76,92.5,323
2017,11,1,22.47,0,0.75,94.12,323
2017,11,2,22.05,0,0.75,95.5,323
2017,11,3,21.72,0,0.76,96.5,323
2017,11,4,21.46,0,0.76,97.12,323
2017,11,5,21.24,0,0.74,97.62,323
2017,11,6,21.15,18.73,0.73,97.81,323
2017,11,7,22.82,141.56,1.36,93.75,323
2017,11,8,24.41,328.97,1.39,89.69,323
2017,11,9,27.12,484.79,1.56,77.56,323
2017,11,10,28.14,602.02,1.78,74.19,323
2017,11,11,28.59,651.79,2.08,72.81,323
2017,11,12,28.65,646.73,2.33,71.88,323
2017,11,13,28.58,562.48,2.5,71.62,323
2017,11,14,28.34,440.97,2.52,72.12,323
2017,11,15,27.94,270.73,2.23,74.06,323
2017,11,16,27.16,96.63,1.62,78.25,323
2017,11,17,25.12,0,0.89,88.19,323
2017,11,18,24.25,0,0.88,88.81,323
2017,11,19,23.79,0,0.9,89,323
2017,11,20,23.34,0,0.91,89.25,323
2017,11,21,22.85,0,0.91,89.88,323
2017,11,22,22.3,0,0.93,90.81,323
2017,11,23,21.73,0,0.94,92.19,323
2017,11,0,21.19,0,0.95,93.75,324
2017,11,1,20.72,0,0.95,95.25,324
2017,11,2,20.3,0,0.95,96.44,324
2017,11,3,20.01,0,0.94,97.06,324
2017,11,4,19.82,0,0.92,97.19,324
2017,11,5,19.66,0,0.88,97.31,324
2017,11,6,19.5,15.91,0.84,97.44,324
2017,11,7,21.12,144.32,1.05,93.5,324
2017,11,8,22.72,323.74,1.3,89.06,324
2017,11,9,25.15,504.25,1.28,81.56,324
2017,11,10,27.76,667.8,1.72,67.06,324
2017,11,11,28.64,719.6,2.07,63.94,324
2017,11,12,29.03,705.23,2.36,62.44,324
2017,11,13,29.07,620.41,2.5,62.38,324
2017,11,14,28.9,474.43,2.42,63.56,324
2017,11,15,28.26,284.42,2.05,67.06,324
2017,11,16,26.89,93.77,1.55,75.25,324
2017,11,17,24.33,0,0.95,85.81,324
2017,11,18,23.4,0,0.99,86.44,324
2017,11,19,22.81,0,1,87.75,324
2017,11,20,22.23,0,1,88.94,324
2017,11,21,21.66,0,1.02,90,324
2017,11,22,21.12,0,1.06,91,324
2017,11,23,20.62,0,1.13,91.88,324
2017,11,0,20.16,0,1.19,92.56,325
2017,11,1,19.77,0,1.24,93.25,325
2017,11,2,19.43,0,1.29,94.12,325
2017,11,3,19.06,0,1.3,95.5,325
2017,11,4,18.66,0,1.3,97.44,325
2017,11,5,18.19,0,1.29,100,325
2017,11,6,17.8,13.84,1.32,100,325
2017,11,7,19.23,109.7,2.36,94.88,325
2017,11,8,20.7,254.93,2.39,90.44,325
2017,11,9,23.03,408.1,2.41,80.38,325
2017,11,10,25.12,546.59,2.64,68.5,325
2017,11,11,26.49,642.5,3,60.12,325
2017,11,12,27.23,624.86,3.07,55,325
2017,11,13,27.44,551.2,2.99,53,325
2017,11,14,27.31,411.27,2.82,51.94,325
2017,11,15,26.35,237,2.35,55.56,325
2017,11,16,24.27,75.14,1.68,67.94,325
2017,11,17,20.9,0,1.24,78.56,325
2017,11,18,19.52,0,1.27,79.06,325
2017,11,19,18.64,0,1.26,79.81,325
2017,11,20,17.87,0,1.26,80.5,325
2017,11,21,17.19,0,1.27,81.31,325
2017,11,22,16.56,0,1.28,82.12,325
2017,11,23,15.93,0,1.28,82.88,325
2017,11,0,15.36,0,1.25,83.44,326
2017,11,1,14.85,0,1.22,83.88,326
2017,11,2,14.34,0,1.19,84.5,326
2017,11,3,13.77,0,1.22,85.88,326
2017,11,4,13.24,0,1.26,87.25,326
2017,11,5,12.72,0,1.26,88.56,326
2017,11,6,12.29,12.87,1.2,89.81,326
2017,11,7,14.53,148.07,1.62,84.69,326
2017,11,8,16.53,319.56,1.98,76.31,326
2017,11,9,18.98,481.76,1.52,75.06,326
2017,11,10,22.37,617.47,1.44,66.38,326
2017,11,11,25.26,634.12,1.66,48.06,326
2017,11,12,26.22,611.87,1.82,44.94,326
2017,11,13,26.51,537.41,2.02,44.88,326
2017,11,14,26.31,411.16,2.09,45.31,326
2017,11,15,25.81,236.85,1.98,45.69,326
2017,11,16,23.3,77.17,1.31,64.88,326
2017,11,17,20.02,0,1.16,72,326
2017,11,18,18.84,0,1.22,71.62,326
2017,11,19,17.87,0,1.24,74.44,326
2017,11,20,16.89,0,1.27,77.81,326
2017,11,21,16.08,0,1.28,80.19,326
2017,11,22,15.4,0,1.27,81.5,326
2017,11,23,14.82,0,1.22,81.75,326
2017,11,0,14.37,0,1.19,81,327
2017,11,1,14.02,0,1.18,79.81,327
2017,11,2,13.64,0,1.16,79.12,327
2017,11,3,13.31,0,1.16,78.81,327
2017,11,4,12.9,0,1.15,79.81,327
2017,11,5,12.39,0,1.13,82,327
2017,11,6,11.88,12.32,1.11,84.94,327
2017,11,7,13.94,115.37,1.16,86.38,327
2017,11,8,16.27,272.78,2.1,75.06,327
2017,11,9,18.48,456.06,1.8,74.44,327
2017,11,10,21.55,622.99,1.94,64.69,327
2017,11,11,23.84,653.8,2.27,54,327
2017,11,12,25.12,647.41,2.43,48.38,327
2017,11,13,25.58,566.98,2.46,45.56,327
2017,11,14,25.33,424.49,2.28,46.75,327
2017,11,15,24.62,240.95,1.9,49.69,327
2017,11,16,22.35,75.51,1.19,68.94,327
2017,11,17,19.21,0,1.15,74,327
2017,11,18,17.96,0,1.21,75.06,327
2017,11,19,16.97,0,1.24,78.06,327
2017,11,20,16.11,0,1.3,80.62,327
2017,11,21,15.43,0,1.34,82.25,327
2017,11,22,14.87,0,1.36,83.44,327
2017,11,23,14.37,0,1.38,84.25,327
2017,11,0,13.93,0,1.36,84.94,328
2017,11,1,13.51,0,1.29,85.44,328
2017,11,2,13.16,0,1.22,85.62,328
2017,11,3,12.76,0,1.18,86.5,328
2017,11,4,12.29,0,1.16,88.31,328
2017,11,5,11.82,0,1.15,90.31,328
2017,11,6,11.43,12,1.15,92.69,328
2017,11,7,13.45,110.54,1.73,88.12,328
2017,11,8,15.3,270,2.24,81.62,328
2017,11,9,17.67,497.58,1.73,79.56,328
2017,11,10,21.14,627.45,1.9,67.75,328
2017,11,11,23.48,669.28,2.15,56.75,328
2017,11,12,24.37,658.24,2.2,55.69,328
2017,11,13,24.76,576.09,2.33,56.44,328
2017,11,14,24.74,411.79,2.3,58.5,328
2017,11,15,24.2,219.6,1.95,62.44,328
2017,11,16,22.46,70.67,1.21,76.56,328
2017,11,17,19.55,0,1.09,79.81,328
2017,11,18,18.78,0,1.15,77.5,328
2017,11,19,18.48,0,1.15,75.81,328
2017,11,20,17.98,0,1.14,75.75,328
2017,11,21,17.21,0,1.16,77.75,328
2017,11,22,16.28,0,1.16,80.81,328
2017,11,23,15.48,0,1.16,83.12,328
2017,11,0,14.86,0,1.15,84.06,329
2017,11,1,14.28,0,1.15,84.62,329
2017,11,2,13.69,0,1.15,85.38,329
2017,11,3,13.1,0,1.16,86.38,329
2017,11,4,12.6,0,1.14,87.12,329
2017,11,5,12.15,0,1.12,88.38,329
2017,11,6,11.74,11.38,1.11,90.25,329
2017,11,7,13.87,110.55,1.22,88.31,329
2017,11,8,16.15,265.03,2.01,78.12,329
2017,11,9,18.44,447.24,1.39,76.12,329
2017,11,10,21.92,603.81,1.58,61.19,329
2017,11,11,24.18,670.61,1.96,49.56,329
2017,11,12,25.1,656.95,2.04,46.94,329
2017,11,13,25.47,573.57,2.11,46.12,329
2017,11,14,25.34,421.75,2.12,46.31,329
2017,11,15,24.59,236.77,1.86,49.25,329
2017,11,16,22.17,76.2,1.18,69,329
2017,11,17,19.16,0,1.18,71.38,329
2017,11,18,18.15,0,1.25,70.31,329
2017,11,19,17.48,0,1.26,70.56,329
2017,11,20,16.92,0,1.25,70.75,329
2017,11,21,16.3,0,1.25,71.69,329
2017,11,22,15.56,0,1.24,74.06,329
2017,11,23,14.75,0,1.22,77,329
2017,11,0,14.01,0,1.2,79.75,330
2017,11,1,13.37,0,1.19,82.12,330
2017,11,2,12.8,0,1.19,84,330
2017,11,3,12.35,0,1.19,85.38,330
2017,11,4,12.03,0,1.17,86,330
2017,11,5,11.73,0,1.14,86.56,330
2017,11,6,11.43,10.89,1.11,87.75,330
2017,11,7,13.23,112.1,1.11,88.38,330
2017,11,8,15.55,261.91,2.1,76.81,330
2017,11,9,17.5,429.02,1.73,75.56,330
2017,11,10,20.51,569.95,1.63,69.38,330
2017,11,11,23.39,669.12,1.98,55.31,330
2017,11,12,24.67,661.82,2.07,51.25,330
2017,11,13,25.19,582.1,2.08,50.19,330
2017,11,14,25.09,436.83,2.01,50.75,330
2017,11,15,24.51,253.38,1.65,54.44,330
2017,11,16,22.4,79.69,1.03,71.81,330
2017,11,17,19.65,0,1.12,72.81,330
2017,11,18,18.69,0,1.19,72.19,330
2017,11,19,17.94,0,1.19,73.69,330
2017,11,20,17.08,0,1.19,76.38,330
2017,11,21,16.15,0,1.19,80,330
2017,11,22,15.41,0,1.2,82.56,330
2017,11,23,14.83,0,1.19,84.25,330
2017,11,0,14.27,0,1.2,86,331
2017,11,1,13.79,0,1.2,87.5,331
2017,11,2,13.35,0,1.18,88.56,331
2017,11,3,12.96,0,1.15,89.44,331
2017,11,4,12.62,0,1.12,90.19,331
2017,11,5,12.36,0,1.08,90.88,331
2017,11,6,12.23,9.8,1.03,91.12,331
2017,11,7,14.32,102.17,0.97,89.25,331
2017,11,8,16.5,251.71,1.48,78.56,331
2017,11,9,18.74,420.26,1.02,76.94,331
2017,11,10,22.56,548.59,1.12,64.06,331
2017,11,11,24.86,663.59,1.25,56.25,331
2017,11,12,25.51,647.13,1.29,56,331
2017,11,13,25.69,562.01,1.49,56.56,331
2017,11,14,25.51,421.72,1.65,58.25,331
2017,11,15,24.89,254.88,1.38,62.31,331
2017,11,16,23.03,75.59,0.96,75.94,331
2017,11,17,20.42,0,1.04,77,331
2017,11,18,19.35,0,1.12,76.94,331
2017,11,19,18.64,0,1.13,77.38,331
2017,11,20,17.85,0,1.13,78.75,331
2017,11,21,17.03,0,1.14,80.56,331
2017,11,22,16.42,0,1.14,81.12,331
2017,11,23,15.87,0,1.15,81.62,331
2017,11,0,15.32,0,1.14,82.44,332
2017,11,1,14.79,0,1.13,83.38,332
2017,11,2,14.24,0,1.11,84.62,332
2017,11,3,13.61,0,1.1,86.62,332
2017,11,4,12.97,0,1.09,88.81,332
2017,11,5,12.45,0,1.07,90.25,332
2017,11,6,12.16,9.65,1.03,90.38,332
2017,11,7,13.62,124.86,0.83,90.19,332
2017,11,8,15.65,278.72,1.29,78.75,332
2017,11,9,17.58,436.34,0.79,75.88,332
2017,11,10,20.72,550.77,0.7,67.06,332
2017,11,11,23.73,576.11,0.9,53.06,332
2017,11,12,25.5,573.93,1.26,46.56,332
2017,11,13,25.98,507.21,1.55,45.31,332
2017,11,14,25.93,372.12,1.49,45.25,332
2017,11,15,25.48,209.17,1.45,42.69,332
2017,11,16,22.94,67.84,0.94,65.06,332
2017,11,17,20.63,0,1.15,61.56,332
2017,11,18,19.59,0,1.21,61.56,332
2017,11,19,18.74,0,1.23,63.25,332
2017,11,20,17.87,0,1.25,65.62,332
2017,11,21,17.14,0,1.24,67.38,332
2017,11,22,16.58,0,1.23,68.19,332
2017,11,23,16.15,0,1.19,68.81,332
2017,11,0,15.78,0,1.15,69.56,333
2017,11,1,15.47,0,1.1,70.5,333
2017,11,2,15.08,0,1.04,72.12,333
2017,11,3,14.57,0,1.02,75.19,333
2017,11,4,14.07,0,1.05,79,333
2017,11,5,13.47,0,1.07,83.81,333
2017,11,6,12.83,10.21,1.09,89.25,333
2017,11,7,13.91,98.73,0.92,92.12,333
2017,11,8,16.41,242.42,1.91,83.69,333
2017,11,9,18.44,407.27,1.61,81.94,333
2017,11,10,21.58,548.23,1.7,71.12,333
2017,11,11,24.08,608.86,2.23,56.81,333
2017,11,12,24.77,598.16,2.35,54.19,333
2017,11,13,25.04,512.31,2.34,53.44,333
2017,11,14,24.87,391.65,2.16,54.62,333
2017,11,15,24.12,226.07,1.7,59.75,333
2017,11,16,21.94,69.75,1.07,75.75,333
2017,11,17,19.18,0,1.13,77.31,333
2017,11,18,18.18,0,1.18,77.81,333
2017,11,19,17.54,0,1.18,78.75,333
2017,11,20,17.02,0,1.18,79.06,333
2017,11,21,16.48,0,1.18,79.81,333
2017,11,22,15.87,0,1.19,81.44,333
2017,11,23,15.19,0,1.19,83.75,333
2017,11,0,14.56,0,1.18,86.25,334
2017,11,1,13.99,0,1.17,88.81,334
2017,11,2,13.47,0,1.17,92,334
2017,11,3,13.01,0,1.15,95.5,334
2017,11,4,12.58,0,1.13,99.44,334
2017,11,5,12.2,0,1.11,100,334
2017,11,6,11.9,10.09,1.09,100,334
2017,11,7,13.91,114.13,1.16,97.69,334
2017,11,8,16.45,272.45,2.19,88.56,334
2017,11,9,18.69,414.68,1.83,84.25,334
2017,11,10,22.01,548.66,2.22,70.81,334
2017,11,11,23.73,694.05,2.52,63.38,334
2017,11,12,24.51,677.39,2.52,60.75,334
2017,11,13,24.81,594.77,2.48,59.5,334
2017,11,14,24.68,447.51,2.35,60,334
2017,11,15,24.01,247.62,1.87,63.94,334
2017,11,16,22.19,77.62,1.14,78.12,334
2017,11,17,19.26,0,1.09,81.31,334
2017,11,18,18.2,0,1.15,81.88,334
2017,11,19,17.48,0,1.17,83.06,334
2017,11,20,16.81,0,1.18,84.31,334
2017,11,21,16.15,0,1.19,86.19,334
2017,11,22,15.53,0,1.21,88.31,334
2017,11,23,14.97,0,1.24,90.56,334
2017,12,0,14.48,0,1.28,93,335
2017,12,1,14.06,0,1.32,96.19,335
2017,12,2,13.67,0,1.33,99.75,335
2017,12,3,13.3,0,1.3,100,335
2017,12,4,12.95,0,1.25,100,335
2017,12,5,12.66,0,1.19,100,335
2017,12,6,12.45,8.63,1.15,100,335
2017,12,7,14.96,109.63,1.64,98,335
2017,12,8,17.37,271.67,2.13,90.38,335
2017,12,9,20.32,460.55,1.8,81.06,335
2017,12,10,23.33,609.17,2.19,69.56,335
2017,12,11,24.45,717.22,2.08,66.38,335
2017,12,12,25.09,704.58,2,64.81,335
2017,12,13,25.38,622.74,2.01,63.94,335
2017,12,14,25.26,479.12,2.03,64.69,335
2017,12,15,24.75,289.18,1.82,67.62,335
2017,12,16,23.44,80.6,1.13,77.62,335
2017,12,17,20.8,0,0.98,82.69,335
2017,12,18,19.94,0,1.06,82.38,335
2017,12,19,19.35,0,1.06,83.56,335
2017,12,20,18.63,0,1.08,86.56,335
2017,12,21,17.83,0,1.09,90.38,335
2017,12,22,17.07,0,1.1,94.31,335
2017,12,23,16.34,0,1.1,98.25,335
2017,12,0,15.72,0,1.09,100,336
2017,12,1,15.19,0,1.09,100,336
2017,12,2,14.73,0,1.08,100,336
2017,12,3,14.31,0,1.07,100,336
2017,12,4,13.98,0,1.07,100,336
2017,12,5,13.75,0,1.07,100,336
2017,12,6,13.62,11.38,1.07,100,336
2017,12,7,16.22,156.29,1.51,97.56,336
2017,12,8,18.63,348.98,1.95,90.25,336
2017,12,9,22.05,530.64,1.92,77.12,336
2017,12,10,24.3,657.75,1.96,68.31,336
2017,12,11,25.3,746.59,1.8,64.75,336
2017,12,12,25.96,737.21,1.69,62.31,336
2017,12,13,26.3,660.52,1.64,60.56,336
2017,12,14,26.3,486.55,1.6,60.19,336
2017,12,15,25.83,286.89,1.34,62.94,336
2017,12,16,24.63,99.27,0.87,71.62,336
2017,12,17,22.76,0,0.81,69.5,336
2017,12,18,22.09,0,0.81,68,336
2017,12,19,21.44,0,0.81,69,336
2017,12,20,20.76,0,0.85,70.44,336
2017,12,21,19.83,0,0.89,73.69,336
2017,12,22,18.68,0,0.92,78.94,336
2017,12,23,17.65,0,0.95,84.31,336
2017,12,0,16.88,0,1,88.88,337
2017,12,1,16.04,0,1.04,94.31,337
2017,12,2,15.28,0,1.07,99.69,337
2017,12,3,14.7,0,1.08,100,337
2017,12,4,14.3,0,1.09,100,337
2017,12,5,14.01,0,1.08,100,337
2017,12,6,13.84,8.46,1.06,100,337
2017,12,7,16.26,126.43,1.34,97.81,337
2017,12,8,18.68,316.48,1.76,90.12,337
2017,12,9,21.99,507.86,1.63,75.06,337
2017,12,10,24.12,659.73,1.71,64.06,337
2017,12,11,24.83,746.23,1.72,61.88,337
2017,12,12,25.15,736.22,1.83,60.62,337
2017,12,13,25.26,657.76,1.99,59.69,337
2017,12,14,25.02,499.12,2.13,60.25,337
2017,12,15,24.46,294.91,1.96,63.38,337
2017,12,16,22.93,100.28,1.21,75.94,337
2017,12,17,20.13,0,1.03,82.12,337
2017,12,18,19.34,0,1.09,81.19,337
2017,12,19,19.05,0,1.1,80.12,337
2017,12,20,18.93,0,1.06,78.62,337
2017,12,21,18.71,0,0.99,78.12,337
2017,12,22,18.25,0,0.91,79.62,337
2017,12,23,17.69,0,0.89,82.19,337
2017,12,0,16.88,0,0.97,86.31,338
2017,12,1,15.84,0,1.06,92.19,338
2017,12,2,14.86,0,1.08,98.12,338
2017,12,3,14.23,0,1.1,100,338
2017,12,4,13.8,0,1.13,100,338
2017,12,5,13.43,0,1.14,100,338
2017,12,6,13.16,11.38,1.14,100,338
2017,12,7,15.55,137.99,1.78,95.94,338
2017,12,8,17.76,331.66,2.04,88.75,338
2017,12,9,21.11,524.12,1.92,75.25,338
2017,12,10,23.63,663.89,2.05,65.38,338
2017,12,11,24.55,727.78,1.94,63.19,338
2017,12,12,25,721.49,1.89,62.12,338
2017,12,13,25.23,643.62,1.92,61.5,338
2017,12,14,25.1,498.44,2.01,62.12,338
2017,12,15,24.48,305.26,1.8,65.94,338
2017,12,16,23.01,105.16,1.12,78.44,338
2017,12,17,20.46,0,0.97,84.81,338
2017,12,18,19.52,0,1.02,85.5,338
2017,12,19,18.87,0,1.04,86.31,338
2017,12,20,18.24,0,1.06,86.88,338
2017,12,21,17.65,0,1.06,88.19,338
2017,12,22,17.02,0,1.04,90.12,338
2017,12,23,16.38,0,1.03,92.12,338
2017,12,0,15.8,0,1.03,93.94,339
2017,12,1,15.26,0,1.03,95.38,339
2017,12,2,14.78,0,1.04,96.19,339
2017,12,3,14.37,0,1.03,96.69,339
2017,12,4,13.99,0,1,97.12,339
2017,12,5,13.65,0,0.97,97.88,339
2017,12,6,13.4,11.41,0.95,98.62,339
2017,12,7,15.31,139.96,1.2,92.75,339
2017,12,8,17.34,338.92,1.6,84.81,339
2017,12,9,20.3,511.62,1.26,76.62,339
2017,12,10,23.37,645.37,1.28,66.25,339
2017,12,11,25.05,706.1,1.31,61.12,339
2017,12,12,25.76,709.59,1.49,59.69,339
2017,12,13,26,635.54,1.73,59.31,339
2017,12,14,25.83,493.28,1.9,60.25,339
2017,12,15,25.28,300.38,1.8,63,339
2017,12,16,23.64,103.35,1.15,76.19,339
2017,12,17,20.69,0,1,82.81,339
2017,12,18,19.67,0,1.06,82.94,339
2017,12,19,19.16,0,1.05,82.62,339
2017,12,20,18.95,0,1,80.81,339
2017,12,21,18.69,0,0.9,79.75,339
2017,12,22,18.12,0,0.88,81.12,339
2017,12,23,17.08,0,1,85.38,339
2017,12,0,15.9,0,1.05,90.44,340
2017,12,1,15.19,0,1.13,92.62,340
2017,12,2,14.69,0,1.19,93.31,340
2017,12,3,14.22,0,1.15,94.25,340
2017,12,4,13.75,0,1.05,95.69,340
2017,12,5,13.33,0,0.96,97.44,340
2017,12,6,12.96,10.7,0.96,99.5,340
2017,12,7,14.92,130.12,1.66,91.88,340
2017,12,8,16.89,308.02,2.15,84.44,340
2017,12,9,19.88,469.48,1.92,75.38,340
2017,12,10,22.48,521.95,1.87,66.25,340
2017,12,11,23.89,635.24,1.84,62.56,340
2017,12,12,24.4,612.78,1.96,61.94,340
2017,12,13,24.55,544.97,2.11,62.19,340
2017,12,14,24.4,402.88,2.07,63.62,340
2017,12,15,23.82,241.31,1.59,68.56,340
2017,12,16,22.5,80.52,0.95,80.38,340
2017,12,17,20.83,0,0.87,81.25,340
2017,12,18,20.55,0,0.88,78.38,340
2017,12,19,20.38,0,0.77,76.31,340
2017,12,20,19.64,0,0.82,78.12,340
2017,12,21,18.58,0,0.98,82.38,340
2017,12,22,17.69,0,1.02,85.75,340
2017,12,23,17.02,0,1.03,87.94,340
2017,12,0,16.5,0,1.03,89.88,341
2017,12,1,16.05,0,1.03,91.69,341
2017,12,2,15.63,0,1.03,93.88,341
2017,12,3,15.28,0,1.05,96.12,341
2017,12,4,14.98,0,1.05,98.81,341
2017,12,5,14.73,0,1.04,100,341
2017,12,6,14.55,10.2,1.02,100,341
2017,12,7,16.63,129.12,1.46,95.38,341
2017,12,8,18.7,309.92,1.72,89,341
2017,12,9,21.8,472.55,1.5,76.88,341
