YEAR,MO,HR,T2M,SRAD,WS2M,RH2M,DAY
2017,1,0,17.01,0,0.94,78.19,1
2017,1,1,16.39,0,1,81.25,1
2017,1,2,15.92,0,1.03,84.19,1
2017,1,3,15.5,0,1.03,87.25,1
2017,1,4,15.13,0,1.01,90.06,1
2017,1,5,14.83,0,0.99,92.69,1
2017,1,6,14.6,0,0.98,94.88,1
2017,1,7,15.98,77.42,0.9,91.69,1
2017,1,8,18.11,224.65,1.36,82.19,1
2017,1,9,20.82,379.41,0.96,73.19,1
2017,1,10,24.19,568.79,1.21,57.06,1
2017,1,11,25.34,599.42,1.57,52.5,1
2017,1,12,25.82,639.21,1.93,50.44,1
2017,1,13,26.08,558.83,2.19,49.19,1
2017,1,14,25.96,447.14,2.32,48.94,1
2017,1,15,25.19,274.95,2.05,52.69,1
2017,1,16,22.96,109.41,1.11,69.62,1
2017,1,17,20.26,8.66,1.08,73.69,1
2017,1,18,19.61,0,1.12,72.25,1
2017,1,19,19.35,0,1.08,70.56,1
2017,1,20,19.12,0,1,69.12,1
2017,1,21,18.67,0,0.96,69.56,1
2017,1,22,18.01,0,1,71.56,1
2017,1,23,17.32,0,1.04,73.94,1
2017,1,0,16.6,0,1.08,76.62,2
2017,1,1,15.8,0,1.13,80.25,2
2017,1,2,15.01,0,1.15,84.25,2
2017,1,3,14.38,0,1.14,87.88,2
2017,1,4,13.87,0,1.12,91.19,2
2017,1,5,13.47,0,1.1,94.31,2
2017,1,6,13.15,0,1.09,97.12,2
2017,1,7,14.95,70.84,1.01,91.5,2
2017,1,8,17.58,224.12,1.66,79.81,2
2017,1,9,20.37,386.17,1.12,71.88,2
2017,1,10,24.29,536.59,1.47,53.44,2
2017,1,11,25.56,625.41,1.83,48.19,2
2017,1,12,26.15,630.42,2.08,45.88,2
2017,1,13,26.44,573.92,2.23,44.5,2
2017,1,14,26.33,449.18,2.22,44.31,2
2017,1,15,25.61,280.39,1.89,47.75,2
2017,1,16,23.34,111.81,1.03,65.75,2
2017,1,17,20.57,9.16,1.08,69.06,2
2017,1,18,19.58,0,1.14,69.75,2
2017,1,19,18.8,0,1.14,71.44,2
2017,1,20,18.12,0,1.14,73.06,2
2017,1,21,17.61,0,1.12,73.94,2
2017,1,22,17.08,0,1.11,75.38,2
2017,1,23,16.25,0,1.14,78.88,2
2017,1,0,15.33,0,1.16,83.31,3
2017,1,1,14.65,0,1.16,86.69,3
2017,1,2,14.18,0,1.14,89.5,3
2017,1,3,13.8,0,1.11,92.12,3
2017,1,4,13.48,0,1.08,94.81,3
2017,1,5,13.19,0,1.06,97.5,3
2017,1,6,12.98,0,1.05,99.62,3
2017,1,7,15.04,72.98,1.31,91.12,3
2017,1,8,17.5,228.34,2,80.31,3
2017,1,9,20.61,389.09,1.75,70.5,3
2017,1,10,24.47,518.59,2.22,55.06,3
2017,1,11,25.77,607.84,2.54,50.94,3
2017,1,12,26.26,626.67,2.74,49.19,3
2017,1,13,26.53,596.55,2.86,47.81,3
2017,1,14,26.27,471.37,2.83,48.44,3
2017,1,15,25.42,298.25,2.36,53.25,3
2017,1,16,23.11,122.54,1.29,69.19,3
2017,1,17,20.26,9.83,1.15,76.88,3
2017,1,18,19.29,0,1.16,78.62,3
2017,1,19,18.61,0,1.16,80.19,3
2017,1,20,17.96,0,1.17,81.81,3
2017,1,21,17.44,0,1.14,82.94,3
2017,1,22,17.02,0,1.1,83.44,3
2017,1,23,16.57,0,1.09,84.19,3
2017,1,0,16.07,0,1.07,85.38,4
2017,1,1,15.48,0,1.07,87.38,4
2017,1,2,14.9,0,1.06,89.62,4
2017,1,3,14.33,0,1.07,92.06,4
2017,1,4,13.79,0,1.08,94.44,4
2017,1,5,13.33,0,1.1,96.38,4
2017,1,6,12.94,0,1.11,98,4
2017,1,7,14.88,73.85,1.68,89.19,4
2017,1,8,17.08,234.66,2.1,79.5,4
2017,1,9,20.05,401.82,1.75,70.12,4
2017,1,10,23.86,568.6,2.6,53.75,4
2017,1,11,25.21,620.14,2.57,50.06,4
2017,1,12,26,630.32,2.57,47.5,4
2017,1,13,26.37,580.19,2.61,45.5,4
2017,1,14,26.27,449.49,2.56,44.75,4
2017,1,15,25.49,282.38,2.26,47.38,4
2017,1,16,23.24,116.2,1.22,64.5,4
2017,1,17,19.91,10.05,1.13,72.75,4
2017,1,18,18.76,0,1.18,74.12,4
2017,1,19,17.96,0,1.19,75.81,4
2017,1,20,17.25,0,1.18,77.19,4
2017,1,21,16.65,0,1.18,78.31,4
2017,1,22,16.12,0,1.17,79.19,4
2017,1,23,15.58,0,1.16,80.19,4
2017,1,0,15.06,0,1.14,81.38,5
2017,1,1,14.48,0,1.12,83.06,5
2017,1,2,13.88,0,1.11,85.12,5
2017,1,3,13.21,0,1.11,87.94,5
2017,1,4,12.58,0,1.13,90.88,5
2017,1,5,12.08,0,1.17,93.38,5
2017,1,6,11.69,0,1.19,95.31,5
2017,1,7,13.84,70.56,1.8,86.56,5
2017,1,8,16.21,215.7,2.31,76.31,5
2017,1,9,19.44,361.98,1.93,66.56,5
2017,1,10,23.86,541.75,2.53,46.5,5
2017,1,11,25.3,634.24,2.7,41.94,5
2017,1,12,25.83,670.49,2.72,40,5
2017,1,13,26.05,602.81,2.58,38.44,5
2017,1,14,25.84,472.69,2.32,38.31,5
2017,1,15,24.95,301.12,1.87,41.81,5
2017,1,16,22.47,126.98,1.01,61.38,5
2017,1,17,19.43,10.94,1.14,65.38,5
2017,1,18,18.1,0,1.2,67.12,5
2017,1,19,16.97,0,1.22,70.44,5
2017,1,20,15.99,0,1.23,73.25,5
2017,1,21,15.24,0,1.23,75.19,5
2017,1,22,14.67,0,1.22,76.31,5
2017,1,23,14.19,0,1.2,77,5
2017,1,0,13.74,0,1.19,77.5,6
2017,1,1,13.22,0,1.18,78.62,6
2017,1,2,12.62,0,1.18,80.38,6
2017,1,3,12.01,0,1.17,82.31,6
2017,1,4,11.48,0,1.16,83.62,6
2017,1,5,11.04,0,1.15,84.56,6
2017,1,6,10.67,0,1.13,85.31,6
2017,1,7,12.68,84.06,1.22,82.12,6
2017,1,8,15.35,250.32,2.03,67.62,6
2017,1,9,18.19,426.12,1.64,61.69,6
2017,1,10,22.62,562.8,2.36,44.19,6
2017,1,11,24.69,649.07,2.79,37.31,6
2017,1,12,25.63,656.98,3.02,35.06,6
2017,1,13,25.98,593.47,3.13,34,6
2017,1,14,25.76,447.55,3.11,34.31,6
2017,1,15,24.83,288.62,2.71,38.44,6
2017,1,16,22.26,120.55,1.43,56.94,6
2017,1,17,18.44,11.01,1.23,66.94,6
2017,1,18,17.28,0,1.27,68.19,6
2017,1,19,16.59,0,1.27,69.25,6
2017,1,20,16.04,0,1.26,69.81,6
2017,1,21,15.66,0,1.25,69.56,6
2017,1,22,15.34,0,1.21,69.25,6
2017,1,23,15,0,1.18,69.19,6
2017,1,0,14.65,0,1.14,69.44,7
2017,1,1,14.24,0,1.11,70.06,7
2017,1,2,13.83,0,1.09,70.81,7
2017,1,3,13.2,0,1.11,73.06,7
2017,1,4,12.56,0,1.13,75.62,7
2017,1,5,12.17,0,1.09,77.12,7
2017,1,6,11.98,0,1.01,77.88,7
2017,1,7,13.3,44.38,0.79,79.5,7
2017,1,8,15.61,136.31,1.02,67.88,7
2017,1,9,18.7,256.62,0.86,60,7
2017,1,10,23.08,432.73,1.71,40.62,7
2017,1,11,24.67,696.93,2.1,35.31,7
2017,1,12,25.4,708.09,2.15,33.06,7
2017,1,13,25.72,639.98,2.09,32.19,7
2017,1,14,25.6,522.83,2.02,31.94,7
2017,1,15,24.81,332.2,1.77,34.75,7
2017,1,16,22.38,142.21,1,54.5,7
2017,1,17,19.4,12.48,1.16,56.75,7
2017,1,18,18.32,0,1.22,56.69,7
2017,1,19,17.62,0,1.23,57.44,7
2017,1,20,17.12,0,1.2,57.38,7
2017,1,21,16.83,0,1.14,56.5,7
2017,1,22,16.52,0,1.06,55.88,7
2017,1,23,16.04,0,0.98,56.19,7
2017,1,0,15.55,0,0.87,57,8
2017,1,1,15.19,0,0.81,57.38,8
2017,1,2,14.71,0,0.84,58.44,8
2017,1,3,13.94,0,0.91,61.31,8
2017,1,4,13.26,0,1.03,64.12,8
2017,1,5,12.38,0,1.13,68.31,8
2017,1,6,11.49,0,1.19,73.12,8
2017,1,7,12.95,80.57,1.03,78.62,8
2017,1,8,15.97,263.77,1.78,62.62,8
2017,1,9,18.69,438.94,1.43,58.12,8
2017,1,10,23.2,601.8,1.84,42.75,8
2017,1,11,25.23,706.93,2.2,36.38,8
2017,1,12,26.01,714.69,2.34,34.94,8
2017,1,13,26.43,656.06,2.53,33.75,8
2017,1,14,26.23,506.29,2.7,34,8
2017,1,15,25.31,330.95,2.38,38.31,8
2017,1,16,22.53,145.47,1.27,57.81,8
2017,1,17,18.93,13.05,1.23,65.56,8
2017,1,18,17.88,0,1.27,66.12,8
2017,1,19,17.45,0,1.26,65.69,8
2017,1,20,17.31,0,1.22,64,8
2017,1,21,17.2,0,1.12,62.56,8
2017,1,22,16.94,0,1.02,62.44,8
2017,1,23,16.6,0,0.93,62.88,8
2017,1,0,16.09,0,0.87,64.56,9
2017,1,1,15.54,0,0.88,66.69,9
2017,1,2,14.93,0,0.92,69.31,9
2017,1,3,14.24,0,0.96,72.62,9
2017,1,4,13.63,0,1.01,75.94,9
2017,1,5,13.05,0,1.04,79.69,9
2017,1,6,12.51,0,1.05,83.69,9
2017,1,7,13.94,78.36,0.93,84.69,9
2017,1,8,16.4,248.09,1.47,72.69,9
2017,1,9,19.33,437.2,1.09,64.75,9
2017,1,10,23.74,577.03,1.58,45.94,9
2017,1,11,25.39,673.85,2.08,41.06,9
2017,1,12,26.15,683.82,2.34,39.69,9
2017,1,13,26.51,628.96,2.44,39.12,9
2017,1,14,26.34,482.49,2.4,39.25,9
2017,1,15,25.55,316.73,2.04,42.75,9
2017,1,16,23.32,135.58,1.04,61.12,9
2017,1,17,20.55,12.95,1.1,64.75,9
2017,1,18,19.69,0,1.14,64.19,9
2017,1,19,19.08,0,1.15,64.94,9
2017,1,20,18.6,0,1.12,65.31,9
2017,1,21,18.2,0,1.09,65.31,9
2017,1,22,17.74,0,1.06,66.12,9
2017,1,23,17.17,0,1.02,67.75,9
2017,1,0,16.71,0,1.01,68.94,10
2017,1,1,16.28,0,1.01,70.12,10
2017,1,2,15.8,0,1.03,71.75,10
2017,1,3,15.17,0,1.06,74.31,10
2017,1,4,14.65,0,1.04,76.38,10
2017,1,5,14.39,0,0.94,77.12,10
2017,1,6,14.44,0,0.74,76.88,10
2017,1,7,15.42,74.46,0.37,79.25,10
2017,1,8,17.08,221.08,0.15,71.12,10
2017,1,9,19.98,396.44,0.5,62,10
2017,1,10,24.35,508.23,1.09,44.75,10
2017,1,11,25.87,561.35,1.43,41.62,10
2017,1,12,26.54,560.35,1.63,41,10
2017,1,13,26.82,515.26,1.87,41.06,10
2017,1,14,26.69,414.41,2.07,41.75,10
2017,1,15,25.79,275.89,2,46.06,10
2017,1,16,23.32,117.41,1.23,63.5,10
2017,1,17,19.88,11.91,1.24,73.75,10
2017,1,18,18.62,0,1.51,75.88,10
2017,1,19,17.69,0,1.71,78.62,10
2017,1,20,16.71,0,1.77,82.69,10
2017,1,21,15.76,0,1.71,87.44,10
2017,1,22,15.04,0,1.66,91.5,10
2017,1,23,14.51,0,1.71,94.69,10
2017,1,0,14.09,0,1.71,97.19,11
2017,1,1,13.68,0,1.58,99.5,11
2017,1,2,13.28,0,1.41,100,11
2017,1,3,12.93,0,1.25,100,11
2017,1,4,12.62,0,1.14,100,11
2017,1,5,12.35,0,1.06,100,11
2017,1,6,12.14,0,1,100,11
2017,1,7,14.14,66.12,1.63,94.69,11
2017,1,8,16.21,196.34,1.67,85.94,11
2017,1,9,20.01,344.54,2.03,65.38,11
2017,1,10,22.52,496.18,2.25,54.38,11
2017,1,11,23.94,617.89,2.27,50.06,11
2017,1,12,24.91,633.66,2.37,47.38,11
2017,1,13,25.38,590.47,2.47,45.88,11
2017,1,14,25.34,452.21,2.51,45.56,11
2017,1,15,24.73,291.88,2.37,46.94,11
2017,1,16,22.75,124.28,1.28,62,11
2017,1,17,19.38,13.19,1.08,73.62,11
2017,1,18,18.24,0,1.13,75.06,11
2017,1,19,17.55,0,1.14,76.44,11
2017,1,20,16.95,0,1.13,77.5,11
2017,1,21,16.44,0,1.12,78.19,11
2017,1,22,16.04,0,1.12,78.5,11
2017,1,23,15.63,0,1.1,79,11
2017,1,0,15.14,0,1.09,80.31,12
2017,1,1,14.5,0,1.1,82.69,12
2017,1,2,13.74,0,1.12,86.06,12
2017,1,3,13.13,0,1.18,88.94,12
2017,1,4,12.63,0,1.27,91.31,12
2017,1,5,12.12,0,1.33,93.25,12
2017,1,6,11.61,0,1.32,95,12
2017,1,7,13.48,65.34,2.1,85.19,12
2017,1,8,15.62,216.55,2.29,75.44,12
2017,1,9,19.33,385.23,2.17,57.94,12
2017,1,10,22.9,510.65,2.39,40.06,12
2017,1,11,24.06,579.82,2.43,37.81,12
2017,1,12,24.56,575.8,2.71,36.69,12
2017,1,13,24.71,571.34,3.02,36,12
2017,1,14,24.4,446.85,3.23,36.44,12
2017,1,15,23.52,289.73,2.97,39.88,12
2017,1,16,21.26,125.73,1.58,56.31,12
2017,1,17,17.71,13.92,1.19,69.5,12
2017,1,18,16.54,0,1.19,71.88,12
2017,1,19,15.86,0,1.17,73.5,12
2017,1,20,15.23,0,1.16,75.12,12
2017,1,21,14.46,0,1.17,77.75,12
2017,1,22,13.69,0,1.21,80.56,12
2017,1,23,13.02,0,1.27,82.75,12
2017,1,0,12.4,0,1.31,84.62,13
2017,1,1,11.8,0,1.33,86.12,13
2017,1,2,11.21,0,1.37,86.75,13
2017,1,3,10.64,0,1.41,86.12,13
2017,1,4,10.03,0,1.39,85.12,13
2017,1,5,9.45,0,1.3,84.38,13
2017,1,6,8.98,0,1.2,84.06,13
2017,1,7,11,63.81,1.81,73.5,13
2017,1,8,13.19,211.47,2,62.19,13
2017,1,9,16.46,362.68,1.65,53.38,13
2017,1,10,20.81,537.07,2.23,37.06,13
2017,1,11,22.43,623.38,2.59,35.75,13
2017,1,12,23.26,643.64,2.9,35.06,13
2017,1,13,23.69,601.98,3.12,34.31,13
2017,1,14,23.59,453.24,3.26,34.19,13
2017,1,15,22.78,302.21,3.01,36.62,13
2017,1,16,20.4,130.87,1.64,52.31,13
2017,1,17,16.39,14.73,1.25,65.5,13
2017,1,18,14.98,0,1.28,66.69,13
2017,1,19,14.1,0,1.26,67.06,13
2017,1,20,13.44,0,1.24,66.38,13
2017,1,21,12.76,0,1.24,66.12,13
2017,1,22,11.93,0,1.24,67.44,13
2017,1,23,11.06,0,1.24,69.38,13
2017,1,0,10.28,0,1.23,71,14
2017,1,1,9.58,0,1.23,72.56,14
2017,1,2,9.01,0,1.22,73.75,14
2017,1,3,8.44,0,1.21,75.19,14
2017,1,4,7.87,0,1.19,76.88,14
2017,1,5,7.3,0,1.17,78.75,14
2017,1,6,6.83,0,1.16,80.62,14
2017,1,7,9.33,74.15,1.66,72.38,14
2017,1,8,12.01,241.34,2.13,59.12,14
2017,1,9,15.78,430.06,1.89,48.5,14
2017,1,10,19.91,577.92,2.84,32.31,14
2017,1,11,21.55,715.09,3.25,31.12,14
2017,1,12,22.52,720.95,3.49,30.62,14
2017,1,13,23.05,650.72,3.59,30,14
2017,1,14,23,543.45,3.55,29.75,14
2017,1,15,22.09,346.11,3.11,32.38,14
2017,1,16,19.48,158.88,1.63,49.31,14
2017,1,17,15.29,15.62,1.34,61.44,14
2017,1,18,13.76,0,1.39,63.19,14
2017,1,19,12.75,0,1.41,64.5,14
2017,1,20,11.83,0,1.43,65.75,14
2017,1,21,10.98,0,1.46,66.88,14
2017,1,22,10.2,0,1.47,68.12,14
2017,1,23,9.46,0,1.45,69.62,14
2017,1,0,8.75,0,1.4,71.5,15
2017,1,1,8.08,0,1.34,73.62,15
2017,1,2,7.45,0,1.27,75.94,15
2017,1,3,6.87,0,1.21,78.38,15
2017,1,4,6.35,0,1.16,80.62,15
2017,1,5,5.87,0,1.13,82.75,15
2017,1,6,5.42,0,1.17,85.12,15
2017,1,7,7.81,80.34,2.22,75.5,15
2017,1,8,10.36,260.77,2.71,65.12,15
2017,1,9,13.93,444.8,2.36,54.94,15
2017,1,10,18.13,626.97,2.95,38.06,15
2017,1,11,20.74,691.39,2.85,31.88,15
2017,1,12,22.22,710.38,2.79,30,15
2017,1,13,23.02,652.43,2.87,28.81,15
2017,1,14,23.14,508.91,2.85,28.81,15
2017,1,15,22.47,343.16,2.43,32.12,15
2017,1,16,19.74,149.43,1.18,53.31,15
2017,1,17,16.15,16.17,1.26,59.19,15
2017,1,18,14.99,0,1.33,59.69,15
2017,1,19,14.15,0,1.33,61.5,15
2017,1,20,13.32,0,1.34,63.69,15
2017,1,21,12.59,0,1.34,65.56,15
2017,1,22,11.94,0,1.33,67.12,15
2017,1,23,11.21,0,1.32,69.25,15
2017,1,0,10.45,0,1.31,71.56,16
2017,1,1,9.69,0,1.3,74.12,16
2017,1,2,9.08,0,1.29,76.44,16
2017,1,3,8.38,0,1.29,78.56,16
2017,1,4,7.83,0,1.26,80.25,16
2017,1,5,7.36,0,1.23,81.69,16
2017,1,6,6.98,0,1.2,83.12,16
2017,1,7,9.55,79.49,1.4,76.81,16
2017,1,8,12.51,250.43,1.91,61.69,16
2017,1,9,15.81,445.42,1.34,55.19,16
2017,1,10,20.62,610.02,1.72,38.25,16
2017,1,11,23.19,685.84,2.3,29.69,16
2017,1,12,24.29,705.05,2.74,27.44,16
2017,1,13,24.87,652.8,3.08,25.94,16
2017,1,14,24.79,502.78,3.22,25.94,16
2017,1,15,23.86,343.3,2.73,29.62,16
2017,1,16,20.87,152.12,1.27,50.81,16
2017,1,17,17.58,17.89,1.26,55.38,16
2017,1,18,17.22,0,1.24,51.31,16
2017,1,19,17.26,0,1.08,48.12,16
2017,1,20,16.52,0,1.03,49.38,16
2017,1,21,15.63,0,1.13,51.62,16
2017,1,22,14.62,0,1.2,54.94,16
2017,1,23,13.46,0,1.26,59.25,16
2017,1,0,12.4,0,1.28,63.56,17
2017,1,1,11.39,0,1.3,68.12,17
2017,1,2,10.51,0,1.31,72.38,17
2017,1,3,9.84,0,1.32,75.88,17
2017,1,4,9.38,0,1.3,78.5,17
2017,1,5,9.12,0,1.24,79.62,17
2017,1,6,9.11,0,1.18,79.38,17
2017,1,7,11.51,79.17,1.12,77,17
2017,1,8,14.4,260.54,1.61,61.25,17
2017,1,9,17.4,455.2,1.2,55.44,17
2017,1,10,22.28,609.7,1.53,37.19,17
2017,1,11,24.65,657.22,2.02,31.25,17
2017,1,12,25.4,704.37,2.26,30.5,17
2017,1,13,25.73,620,2.41,30.56,17
2017,1,14,25.52,508.88,2.43,31.94,17
2017,1,15,24.72,337.38,2.04,36.12,17
2017,1,16,21.96,148.51,1.01,57.25,17
2017,1,17,19.44,17.66,1.16,57.69,17
2017,1,18,18.76,0,1.16,56.06,17
2017,1,19,18.47,0,1.08,54.94,17
2017,1,20,18.15,0,0.95,54.25,17
2017,1,21,17.84,0,0.77,53.56,17
2017,1,22,17.74,0,0.62,52.25,17
2017,1,23,17.65,0,0.47,51.12,17
2017,1,0,17.12,0,0.45,52.56,18
2017,1,1,15.87,0,0.67,57.38,18
2017,1,2,14.64,0,0.96,63.19,18
2017,1,3,13.58,0,1.11,68.25,18
2017,1,4,12.83,0,1.14,71.69,18
2017,1,5,12.3,0,1.15,73.88,18
2017,1,6,11.76,0,1.16,76.31,18
2017,1,7,13.39,69.56,1.09,77.75,18
2017,1,8,16.33,232.48,2.14,60.75,18
2017,1,9,19.23,401.2,1.81,54.56,18
2017,1,10,23.49,556.37,2.7,40.5,18
2017,1,11,25.23,656.21,3.08,35.25,18
2017,1,12,26.08,675.2,3.26,33.56,18
2017,1,13,26.44,622.84,3.37,32.69,18
2017,1,14,26.22,493.74,3.34,33,18
2017,1,15,25.3,332.7,2.94,36.25,18
2017,1,16,22.61,149.16,1.49,53.31,18
2017,1,17,18.69,18.59,1.26,64.5,18
2017,1,18,17.42,0,1.28,66.31,18
2017,1,19,16.76,0,1.27,67.31,18
2017,1,20,16.28,0,1.27,67.38,18
2017,1,21,15.76,0,1.28,67.94,18
2017,1,22,15.05,0,1.29,69.94,18
2017,1,23,14.25,0,1.31,72.69,18
2017,1,0,13.5,0,1.3,75.5,19
2017,1,1,12.78,0,1.3,78.31,19
2017,1,2,12.13,0,1.35,80.88,19
2017,1,3,11.63,0,1.46,82.88,19
2017,1,4,11.22,0,1.56,84.62,19
2017,1,5,10.78,0,1.58,86.44,19
2017,1,6,10.38,0,1.53,88.38,19
2017,1,7,12.87,81.56,2.28,78.62,19
2017,1,8,15.57,268.72,2.44,68.5,19
2017,1,9,19.17,467.36,1.83,59.44,19
2017,1,10,23.9,620.59,3.26,41.25,19
2017,1,11,25.72,728.66,3.43,36.5,19
2017,1,12,26.57,759.72,3.66,34.31,19
2017,1,13,26.94,699.51,3.85,32.88,19
2017,1,14,26.73,563.13,3.89,32.69,19
2017,1,15,25.76,393.86,3.46,35.56,19
2017,1,16,22.98,183.41,1.83,50.56,19
2017,1,17,18.69,21.92,1.36,63.5,19
2017,1,18,17.3,0,1.33,65.44,19
2017,1,19,16.62,0,1.31,65.44,19
2017,1,20,15.98,0,1.31,65.25,19
2017,1,21,15.29,0,1.33,65.44,19
2017,1,22,14.62,0,1.33,65.75,19
2017,1,23,13.85,0,1.33,67.06,19
2017,1,0,13.04,0,1.31,69.31,20
2017,1,1,12.23,0,1.3,72.38,20
2017,1,2,11.55,0,1.3,75.38,20
2017,1,3,11.16,0,1.29,78.12,20
2017,1,4,10.83,0,1.3,81.06,20
2017,1,5,10.55,0,1.35,84.12,20
2017,1,6,10.32,0,1.4,87.19,20
2017,1,7,12.78,85.45,2.13,79,20
2017,1,8,15.33,274.73,2.29,69.25,20
2017,1,9,18.95,463.53,1.71,58.94,20
2017,1,10,23.81,635.7,2.69,40,20
2017,1,11,25.91,722.36,2.76,33.88,20
2017,1,12,27.01,710.13,2.84,30.88,20
2017,1,13,27.54,636.47,2.91,28.88,20
2017,1,14,27.44,507.43,2.87,28.31,20
2017,1,15,26.67,355.54,2.58,30.56,20
2017,1,16,23.97,167.08,1.28,49.19,20
2017,1,17,20.34,21.68,1.24,55.81,20
2017,1,18,19.62,0,1.26,53,20
2017,1,19,19.12,0,1.22,52.56,20
2017,1,20,18.26,0,1.23,54.31,20
2017,1,21,17.4,0,1.23,56.56,20
2017,1,22,16.44,0,1.23,59.62,20
2017,1,23,15.25,0,1.27,64.31,20
2017,1,0,14.13,0,1.31,69.25,21
2017,1,1,13.22,0,1.33,73.31,21
2017,1,2,12.49,0,1.32,76.31,21
2017,1,3,11.83,0,1.3,78.81,21
2017,1,4,11.19,0,1.3,81.25,21
2017,1,5,10.64,0,1.33,83.56,21
2017,1,6,10.22,0,1.36,85.56,21
2017,1,7,12.93,88.54,2.09,75.88,21
2017,1,8,15.61,287.94,2.37,64.94,21
2017,1,9,19.31,488.73,2.03,54.31,21
2017,1,10,23.69,640.02,2.84,36.12,21
2017,1,11,25.84,735.48,3.03,29.88,21
2017,1,12,26.7,748.78,3.22,27.62,21
2017,1,13,27.09,690.49,3.31,26.38,21
2017,1,14,26.9,548.62,3.21,26.31,21
2017,1,15,26.13,387.98,2.85,28.62,21
2017,1,16,23.38,177.06,1.47,45.75,21
2017,1,17,19.14,21.35,1.27,56.81,21
2017,1,18,17.87,0,1.34,56.75,21
2017,1,19,17.11,0,1.34,57.19,21
2017,1,20,16.29,0,1.35,58.12,21
2017,1,21,15.5,0,1.36,59.06,21
2017,1,22,14.66,0,1.37,60.5,21
2017,1,23,13.73,0,1.37,62.56,21
2017,1,0,12.88,0,1.36,64.62,22
2017,1,1,12.03,0,1.35,66.94,22
2017,1,2,11.22,0,1.36,69.31,22
2017,1,3,10.55,0,1.38,71.62,22
2017,1,4,10.15,0,1.37,73.75,22
2017,1,5,9.73,0,1.32,76.06,22
2017,1,6,9.26,0,1.29,78.56,22
2017,1,7,11.71,90.56,1.94,69.62,22
2017,1,8,14.36,283.28,2.25,58.69,22
2017,1,9,17.8,485.43,1.69,52.38,22
2017,1,10,22.95,643.47,2.71,33.88,22
2017,1,11,25.32,719.75,3.02,27.25,22
2017,1,12,26.38,733.09,3.02,25.75,22
2017,1,13,26.93,678.02,2.88,25,22
2017,1,14,26.86,531.84,2.76,25.31,22
2017,1,15,26.07,372.58,2.5,27.81,22
2017,1,16,23.18,170.62,1.25,47.31,22
2017,1,17,19.25,23.2,1.27,55,22
2017,1,18,18.3,0,1.33,53.12,22
2017,1,19,18.01,0,1.28,51.25,22
2017,1,20,17.24,0,1.28,52.19,22
2017,1,21,16.15,0,1.33,54.88,22
2017,1,22,15.3,0,1.34,56.88,22
2017,1,23,14.28,0,1.35,60.06,22
2017,1,0,13.29,0,1.35,63.44,23
2017,1,1,12.33,0,1.35,67,23
2017,1,2,11.49,0,1.35,70.12,23
2017,1,3,10.84,0,1.34,72.44,23
2017,1,4,10.34,0,1.3,74.12,23
2017,1,5,9.97,0,1.25,75.25,23
2017,1,6,9.61,0,1.19,76.94,23
2017,1,7,12.09,81.59,1.37,72.19,23
2017,1,8,14.8,261.5,1.88,58.38,23
2017,1,9,18.3,441.56,1.39,51.5,23
2017,1,10,23.68,622.97,2.76,33.31,23
2017,1,11,25.77,679.59,3.27,29.19,23
2017,1,12,26.64,690.6,3.47,28.62,23
2017,1,13,27.09,637.66,3.48,28.62,23
2017,1,14,27.02,518.76,3.29,29.44,23
2017,1,15,26.2,341.71,2.71,32.62,23
2017,1,16,23.48,154.05,1.24,51.81,23
2017,1,17,20.29,22.23,1.2,57.12,23
2017,1,18,19.84,0,1.19,53.5,23
2017,1,19,19.73,0,1.03,51.38,23
2017,1,20,19.23,0,0.88,51.38,23
2017,1,21,18.49,0,0.8,52.94,23
2017,1,22,18.13,0,0.83,53.06,23
2017,1,23,17.43,0,0.86,55.19,23
2017,1,0,16.51,0,0.88,58.75,24
2017,1,1,15.77,0,0.91,61.5,24
2017,1,2,15.01,0,0.9,64.62,24
2017,1,3,14.28,0,0.94,67.94,24
2017,1,4,13.67,0,1.02,70.81,24
2017,1,5,12.93,0,1.09,74.69,24
2017,1,6,12.15,0,1.14,79.44,24
2017,1,7,14.09,73.81,1.43,78,24
2017,1,8,16.87,236.52,2.34,64.62,24
2017,1,9,20.3,431.52,1.98,55,24
2017,1,10,24.63,547.04,2.43,39.56,24
2017,1,11,26.31,673.54,2.58,35.12,24
2017,1,12,27.01,680.41,2.62,33.69,24
2017,1,13,27.39,600.5,2.67,32.62,24
2017,1,14,27.27,507.05,2.67,32.75,24
2017,1,15,26.58,342.26,2.34,35.25,24
2017,1,16,24.05,154.66,1.1,54.25,24
2017,1,17,20.78,22.56,1.17,60.44,24
2017,1,18,19.66,0,1.25,60.62,24
2017,1,19,19.01,0,1.25,61.44,24
2017,1,20,18.43,0,1.24,62.06,24
2017,1,21,17.81,0,1.24,63.19,24
2017,1,22,17.23,0,1.23,64.38,24
2017,1,23,16.77,0,1.19,65.06,24
2017,1,0,16.4,0,1.14,65.38,25
2017,1,1,15.91,0,1.09,66.75,25
2017,1,2,15.37,0,1.05,68.62,25
2017,1,3,14.79,0,1.02,70.75,25
2017,1,4,14.12,0,1.03,73.38,25
2017,1,5,13.29,0,1.08,77.19,25
2017,1,6,12.41,0,1.11,82,25
2017,1,7,14.35,78.48,1.34,79.12,25
2017,1,8,17.05,247.43,2.07,65.81,25
2017,1,9,20.66,440.62,1.8,56,25
2017,1,10,25.19,594.87,2.59,40.25,25
